vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
EPI103320_A_Moscow_10_1999	CY088251_A_England_525_2003	2003.11.27	5.343	5	5	11	7.566	7	6	13
EPI103320_A_Moscow_10_1999	CY088267_A_England_585_2003	2003.11.25	6.347	6	6	12	8.572	8	7	16
EPI103320_A_Moscow_10_1999	CY088275_A_England_487_2003	2003.11.24	6.345	6	6	12	9.576	9	8	19
EPI103320_A_Moscow_10_1999	CY088291_A_England_491_2003	2003.11.24	6.345	6	6	12	8.574	8	7	16
EPI103320_A_Moscow_10_1999	CY088323_A_England_508_2003	2003.11.27	6.347	6	6	12	8.57	8	7	16
EPI103320_A_Moscow_10_1999	CY088339_A_England_957_2003	2003.11.28	6.345	6	6	12	7.57	7	6	13
EPI103320_A_Moscow_10_1999	CY088363_A_England_558_2003	2003.12.5	0.337	0	0	3	6.118	5	5	13
EPI103320_A_Moscow_10_1999	CY088379_A_England_532_2003	2003.11.27	6.345	6	6	12	7.574	7	6	15
EPI103320_A_Moscow_10_1999	CY088387_A_England_522_2003	2003.12.12	5.343	5	5	11	7.572	7	6	15
EPI103320_A_Moscow_10_1999	CY088403_A_England_547_2003	2003.12.18	5.347	5	5	11	8.476	8	7	16
EPI103320_A_Moscow_10_1999	CY090956_A_South_Carolina_NHRC0002_2003	2003.11.13	6.346	6	6	12	7.572	7	6	15
EPI103320_A_Moscow_10_1999	CY091124_A_Missouri_NHRC0002_2004	2004.1.9	6.345	6	6	12	11.568	11	10	17
EPI103320_A_Moscow_10_1999	CY091468_A_California_NHRC0006_2003	2003.12.10	6.345	6	6	12	9.57	9	8	17
EPI103320_A_Moscow_10_1999	CY092216_A_Georgia_NHRC0001_2003	2003.12.5	5.345	5	5	11	7.57	7	6	15
EPI103320_A_Moscow_10_1999	CY107095_A_England_470_2003	2003.11.5	5.343	5	5	11	7.57	7	6	15
EPI103320_A_Moscow_10_1999	CY107111_A_England_516_2003	2003.11.20	5.349	5	5	11	8.476	8	7	16
EPI103320_A_Moscow_10_1999	CY107151_A_England_493_2003	2003.11.23	5.345	5	5	11	7.568	7	6	13
EPI103320_A_Moscow_10_1999	CY107167_A_England_532_2003	2003.11.27	6.346	6	6	12	7.583	7	6	20
EPI103320_A_Moscow_10_1999	CY112948_A_Netherlands_1_2002	2002.1.7	5.326	5	3	11	7.589	7	7	20
EPI103320_A_Moscow_10_1999	CY114324_A_Netherlands_3_2000	2000.1.6	0.324	0	0	3	4.127	3	3	14
EPI103320_A_Moscow_10_1999	CY114340_A_Netherlands_126_2001	2001.3.21	5.201	5	5	9	9.382	9	8	17
EPI103320_A_Moscow_10_1999	EPI358781_A_Fujian_411_2002	2002.7.1	4.329	4	4	7	5.13	4	4	12
EPI103320_A_Moscow_10_1999	EPI367109_A_California_7_2004	2004.9.16	0.335	0	0	3	5.113	4	4	12
EPI103320_A_Moscow_10_1999	KJ855376_A_Mexico_DIF835_2003	2003.7.4	0.335	0	0	3	5.111	4	4	12
EPI103320_A_Moscow_10_1999	KJ855448_A_Mexico_DIF2662_2003	2003.12.15	6.345	6	6	12	9.57	9	8	17
EPI358781_A_Fujian_411_2002	CY002007_A_New_York_359_2005	2005.1.17	4.019	4	4	6	3.946	4	0	6
EPI358781_A_Fujian_411_2002	CY002015_A_New_York_361_2005	2005.2.2	4.017	4	4	6	6.956	7	3	9
EPI358781_A_Fujian_411_2002	CY002079_A_New_York_396_2005	2005.3.4	7.028	7	7	9	4.989	5	1	7
EPI358781_A_Fujian_411_2002	CY002199_A_New_York_366_2004	2004.12.20	6.021	6	6	10	5.963	6	2	12
EPI358781_A_Fujian_411_2002	CY002231_A_New_York_372_2004	2004.12.22	5.017	5	5	7	6.956	7	3	9
EPI358781_A_Fujian_411_2002	CY002255_A_New_York_381_2004	2004.12.28	4.019	4	4	6	7.954	8	4	10
EPI358781_A_Fujian_411_2002	CY002263_A_New_York_383_2004	2004.12.29	4.017	4	4	6	3.944	4	0	6
EPI358781_A_Fujian_411_2002	CY002447_A_New_York_365_2004	2004.12.16	7.031	7	7	9	7.969	8	4	10
EPI358781_A_Fujian_411_2002	CY002463_A_New_York_373_2005	2005.2.22	4.019	4	4	6	3.942	4	0	6
EPI358781_A_Fujian_411_2002	CY002599_A_New_York_377_2004	2004.12.20	4.017	4	4	6	5.958	6	2	8
EPI358781_A_Fujian_411_2002	CY002719_A_New_York_319_2004	2004.11.8	5.019	5	5	7	4.96	5	1	7
EPI358781_A_Fujian_411_2002	CY002791_A_New_York_232_2004	2004.12.9	4.015	4	4	6	5.951	6	2	8
EPI358781_A_Fujian_411_2002	CY003079_A_New_York_123_2004	2004.12.16	4.017	4	4	6	5.958	6	2	8
EPI358781_A_Fujian_411_2002	CY003647_A_New_York_463_2005	2005.2.9	5.021	5	5	7	4.96	5	1	7
EPI358781_A_Fujian_411_2002	CY003671_A_New_York_471_2004	2004.11.8	6.017	6	6	8	4.954	5	1	7
EPI358781_A_Fujian_411_2002	CY006091_A_New_York_465_2005	2005.3.8	4.017	4	4	6	5.964	6	2	8
EPI358781_A_Fujian_411_2002	CY019156_A_New_York_900_2004	2004.12.22	5.017	5	5	7	6.956	7	3	9
EPI358781_A_Fujian_411_2002	CY019164_A_New_York_900_2004	2004.12.22	5.017	5	5	7	6.956	7	3	9
EPI358781_A_Fujian_411_2002	CY019180_A_New_York_905_2004	2004.12.27	4.017	4	4	6	6.954	7	3	9
EPI358781_A_Fujian_411_2002	CY019260_A_New_York_908_2004	2004.12.27	4.017	4	4	6	6.954	7	3	9
EPI358781_A_Fujian_411_2002	CY019300_A_New_York_913_2005	2005.1.10	4.017	4	4	6	5.964	6	2	8
EPI358781_A_Fujian_411_2002	CY019308_A_New_York_918_2005	2005.1.10	4.017	4	4	6	5.964	6	2	8
EPI358781_A_Fujian_411_2002	CY019324_A_New_York_918_2005	2005.1.10	4.017	4	4	6	5.966	6	2	8
EPI358781_A_Fujian_411_2002	CY020540_A_New_York_913_2005	2005.1.10	4.017	4	4	6	5.966	6	2	8
EPI358781_A_Fujian_411_2002	CY038686_A_Hong_Kong_HKU42_2005	2005.1.6	6.018	6	6	8	3.953	4	0	6
EPI358781_A_Fujian_411_2002	CY038702_A_Hong_Kong_HKU62_2005	2005.5.13	4.015	4	4	6	3.943	4	0	6
EPI358781_A_Fujian_411_2002	CY038710_A_Hong_Kong_HKU65_2005	2005.5.17	4.025	4	4	6	3.948	4	0	6
EPI358781_A_Fujian_411_2002	CY038718_A_Hong_Kong_HKU67_2005	2005.5.23	4.023	4	4	6	3.948	4	0	6
EPI358781_A_Fujian_411_2002	CY038734_A_Hong_Kong_HKU69_2005	2005.5.27	4.025	4	4	6	4.952	5	1	7
EPI358781_A_Fujian_411_2002	CY038742_A_Hong_Kong_HKU70_2005	2005.5.30	6.019	6	6	8	3.951	4	0	6
EPI358781_A_Fujian_411_2002	CY038758_A_Hong_Kong_HKU79_2005	2005.7.16	4.021	4	4	6	7.95	8	4	11
EPI358781_A_Fujian_411_2002	CY039054_A_Hong_Kong_HKU40_2004	2004.11.23	5.029	5	5	7	7.967	8	4	10
EPI358781_A_Fujian_411_2002	CY039062_A_Hong_Kong_HKU45_2005	2005.3.7	6.017	6	6	8	3.939	4	0	6
EPI358781_A_Fujian_411_2002	CY039070_A_Hong_Kong_HKU47_2005	2005.3.19	4.019	4	4	6	3.944	4	0	6
EPI358781_A_Fujian_411_2002	CY039214_A_Hong_Kong_HKU58_2005	2005.5.5	4.017	4	4	6	3.948	4	0	6
EPI358781_A_Fujian_411_2002	CY039230_A_Hong_Kong_HKU61_2005	2005.5.11	4.017	4	4	6	3.948	4	0	6
EPI358781_A_Fujian_411_2002	CY039238_A_Hong_Kong_HKU63_2005	2005.5.14	5.021	5	5	7	5.958	6	2	8
EPI358781_A_Fujian_411_2002	CY040329_A_Hong_Kong_HKU52_2005	2005.4.16	4.017	4	4	6	3.948	4	0	6
EPI358781_A_Fujian_411_2002	CY040345_A_Hong_Kong_HKU75_2005	2005.6.17	8.017	8	8	10	5.263	5	1	11
EPI358781_A_Fujian_411_2002	CY040353_A_Hong_Kong_HKU76_2005	2005.6.21	6.023	6	6	8	5.955	6	2	9
EPI358781_A_Fujian_411_2002	CY040361_A_Hong_Kong_HKU77_2005	2005.6.29	5.017	5	5	7	4.952	5	1	7
EPI358781_A_Fujian_411_2002	CY043767_A_Hong_Kong_HKU72_2005	2005.6.1	4.021	4	4	6	3.954	4	0	6
EPI358781_A_Fujian_411_2002	CY043775_A_Hong_Kong_HKU78_2005	2005.7.9	4.017	4	4	6	4.954	5	1	7
EPI358781_A_Fujian_411_2002	CY044404_A_Hong_Kong_HKU73_2005	2005.6.2	4.019	4	4	6	4.946	5	1	9
EPI358781_A_Fujian_411_2002	CY090996_A_South_Carolina_NHRC0001_2005	2005.2.11	6.024	6	6	8	3.971	4	0	6
EPI358781_A_Fujian_411_2002	CY091012_A_Illinois_NHRC0001_2005	2005.4.6	4.019	4	4	6	5.949	6	2	9
EPI358781_A_Fujian_411_2002	CY091140_A_Texas_NHRC0001_2005	2005.2.16	7.037	7	7	11	10.994	11	7	17
EPI358781_A_Fujian_411_2002	CY091316_A_Hong_Kong_NHRC0001_2005	2005.6.15	5.019	5	5	7	4.952	5	1	7
EPI358781_A_Fujian_411_2002	CY091436_A_California_NHRC0002_2005	2005.2.7	5.025	5	5	7	6.956	7	3	9
EPI358781_A_Fujian_411_2002	CY100575_A_Mexico_InDRE2246_2005	2005.9.11	5.021	5	5	7	3.952	4	0	6
EPI358781_A_Fujian_411_2002	CY112996_A_Netherlands_132_2004	2004.12.4	4.017	4	4	6	8.553	9	3	11
EPI358781_A_Fujian_411_2002	EPI502253_A_Wisconsin_67_2005	2005.1.1	4.017	4	4	6	3.948	4	0	6
EPI358781_A_Fujian_411_2002	KJ855424_A_Mexico_QUE2270_2005	2005.8.11	6.023	6	6	8	4.954	5	1	7
EPI358781_A_Fujian_411_2002	KJ855472_A_Mexico_TLA2227_2005	2005.9.11	6.021	6	6	8	4.956	5	1	7
EPI367109_A_California_7_2004	CY019866_A_New_York_938_2006	2006.3.2	1.006	1	1	3	1.02	1	1	6
EPI367109_A_California_7_2004	CY020372_A_New_York_938_2006	2006.3.2	1.004	1	1	3	1.015	1	1	5
EPI367109_A_California_7_2004	CY091036_A_Illinois_NHRC0002_2005	2005.12.23	1.002	1	1	3	3.314	3	3	8
EPI367109_A_California_7_2004	CY091532_A_California_NHRC0006_2005	2005.12.2	2.002	2	2	4	1.01	1	1	5
EPI367109_A_California_7_2004	CY113004_A_Netherlands_548_2005	2005.12.26	1.004	1	1	3	1.013	1	1	5
EPI367109_A_California_7_2004	CY172198_A_New_York_1001_2005	2005.11.10	1	1	1	1	3.309	3	3	7
EPI367109_A_California_7_2004	CY172390_A_New_York_1028_2006	2006.2.20	0	0	0	0	1.01	1	1	5
EPI502253_A_Wisconsin_67_2005	CY025428_A_California_UR06_0347_2007	2007.2.19	1.008	1	1	3	3.031	3	3	7
EPI502253_A_Wisconsin_67_2005	CY027570_A_Texas_UR06_0358_2007	2007.2.20	1.008	1	1	3	3.031	3	3	7
EPI502253_A_Wisconsin_67_2005	CY037310_A_Qatar_AF02_2008	2008.1.29	3.014	3	3	5	5.031	5	5	9
EPI502253_A_Wisconsin_67_2005	CY037326_A_Korea_AF05_2008	2008.2.19	1.008	1	1	3	3.037	3	3	7
EPI502253_A_Wisconsin_67_2005	CY039406_A_Taiwan_70002_2007	2007.1.2	2	2	2	2	2.311	2	2	6
EPI502253_A_Wisconsin_67_2005	CY039414_A_Taiwan_70113_2007	2007.1.15	0.018	0	0	2	1.026	1	1	5
EPI502253_A_Wisconsin_67_2005	CY040057_A_Taiwan_70307_2007	2007.2.3	1.018	1	1	3	2.032	2	2	8
EPI502253_A_Wisconsin_67_2005	CY040073_A_Taiwan_2361_2007	2007.11.12	2.008	2	2	4	6.035	6	6	10
EPI502253_A_Wisconsin_67_2005	CY040105_A_Taiwan_70120_2008	2008.1.15	1.01	1	1	3	4.035	4	4	8
EPI502253_A_Wisconsin_67_2005	CY044603_A_Boston_40_2008	2008.2.15	1.014	1	1	7	3.031	3	3	7
EPI502253_A_Wisconsin_67_2005	CY044827_A_Boston_88_2008	2008.4.16	1.008	1	1	3	4.031	4	4	8
EPI502253_A_Wisconsin_67_2005	CY113020_A_Netherlands_377_2008	2008.9.27	4.014	4	4	6	6.045	6	6	10
EPI502253_A_Wisconsin_67_2005	CY114404_A_Netherlands_363_2006	2006.12.24	4.024	4	4	6	4.06	4	4	8
EPI502253_A_Wisconsin_67_2005	CY114412_A_Netherlands_69_2007	2007.2.19	2.008	2	2	4	5.034	5	5	9
EPI502253_A_Wisconsin_67_2005	CY114420_A_Netherlands_348_2007	2007.11.6	1.008	1	1	3	5.031	5	5	9
EPI502253_A_Wisconsin_67_2005	CY173286_A_New_York_1155_2008	2008.3.27	3.008	3	3	5	3.039	3	3	7
EPI502253_A_Wisconsin_67_2005	EPI577980_A_Brisbane_10_2007	2007.2.6	1.008	1	1	3	4.031	4	4	8
EPI577980_A_Brisbane_10_2007	CY050611_A_New_York_3018_2009	2009.4.27	3.284	3	3	5	2.859	2	2	10
EPI577980_A_Brisbane_10_2007	CY050731_A_New_York_3143_2009	2009.4.30	4.283	4	4	6	2.852	2	2	10
EPI577980_A_Brisbane_10_2007	CY050795_A_New_York_3491_2009	2009.5.11	3.281	3	3	5	2.851	2	2	10
EPI577980_A_Brisbane_10_2007	CY050827_A_New_York_3738_2009	2009.5.20	3.287	3	3	11	3.846	3	3	11
EPI577980_A_Brisbane_10_2007	CY064830_A_California_VRDL138_2009	2009.4.29	3.277	3	3	5	2.842	2	2	10
EPI577980_A_Brisbane_10_2007	CY067976_A_California_VRDL339_2009	2009.5.4	2.286	2	2	5	2.857	2	2	10
EPI577980_A_Brisbane_10_2007	CY068104_A_California_VRDL368_2009	2009.4.27	0.278	0	0	2	1.842	1	1	7
EPI577980_A_Brisbane_10_2007	CY068208_A_California_VRDL170_2009	2009.4.28	1.279	1	1	3	1.838	1	1	9
EPI577980_A_Brisbane_10_2007	CY068232_A_California_VRDL188_2009	2009.4.29	0.285	0	0	4	2.86	2	2	13
EPI577980_A_Brisbane_10_2007	CY068296_A_California_VRDL247_2009	2009.4.29	1.28	1	1	3	2.848	2	2	10
EPI577980_A_Brisbane_10_2007	CY068336_A_California_VRDL260_2009	2009.5.1	2.286	2	2	5	3.857	3	3	11
EPI577980_A_Brisbane_10_2007	CY068360_A_California_VRDL263_2009	2009.4.30	2.286	2	2	5	2.857	2	2	10
EPI577980_A_Brisbane_10_2007	CY068416_A_California_VRDL277_2009	2009.4.30	2.312	2	2	5	3.859	3	3	11
EPI577980_A_Brisbane_10_2007	CY068480_A_California_VRDL309_2009	2009.5.2	3.298	3	3	6	4.867	4	4	12
EPI577980_A_Brisbane_10_2007	CY068640_A_California_VRDL394_2009	2009.4.28	0.283	0	0	2	3.855	3	3	11
EPI577980_A_Brisbane_10_2007	CY068781_A_California_VRDL205_2009	2009.4.29	0.283	0	0	2	2.857	2	2	10
EPI577980_A_Brisbane_10_2007	CY069322_A_Korea_WRAIR1038P_2009	2009.4.9	2.29	2	2	5	3.855	3	3	11
EPI577980_A_Brisbane_10_2007	CY069426_A_Japan_WRAIR1140P_2009	2009.2.9	1.465	1	1	3	4.44	3	3	9
EPI577980_A_Brisbane_10_2007	CY072221_A_New_York_20343_2010	2010.6.16	4.325	4	4	7	3.002	2	2	10
EPI577980_A_Brisbane_10_2007	CY077432_A_California_VRDL356_2009	2009.6.2	3.286	3	3	6	3.859	3	3	11
EPI577980_A_Brisbane_10_2007	CY084416_A_New_York_3918_2009	2009.6.5	3.284	3	3	5	3.859	3	3	11
EPI577980_A_Brisbane_10_2007	CY089740_A_Boston_40_2009	2009.2.27	0.283	0	0	2	2.855	2	2	10
EPI577980_A_Brisbane_10_2007	CY089756_A_Boston_75_2009	2009.1.16	2.275	2	2	4	1.838	1	1	9
EPI577980_A_Brisbane_10_2007	CY093237_A_South_Korea_WRAIR1171P_2009	2009.1.1	0.285	0	0	2	1.863	1	1	9
EPI577980_A_Brisbane_10_2007	CY093316_A_Kyrgyzstan_WRAIR1256P_2008	2008.12.1	0.274	0	0	2	1.827	1	1	7
EPI577980_A_Brisbane_10_2007	CY093348_A_Kuwait_WRAIR1561P_2009	2009.1.1	0.284	0	0	2	2.862	2	2	10
EPI577980_A_Brisbane_10_2007	CY106599_A_Hong_Kong_H090_671_V10_2009	2009.7.6	5.324	5	5	8	4	3	3	11
EPI577980_A_Brisbane_10_2007	CY106647_A_Hong_Kong_H090_689_V22_2009	2009.7.12	2.286	2	2	5	2.857	2	2	10
EPI577980_A_Brisbane_10_2007	CY106655_A_Hong_Kong_H090_692_V10_2009	2009.7.10	2.286	2	2	5	2.853	2	2	10
EPI577980_A_Brisbane_10_2007	CY106703_A_Hong_Kong_H090_714_V10_2009	2009.7.15	2.286	2	2	5	2.857	2	2	10
EPI577980_A_Brisbane_10_2007	CY106735_A_Hong_Kong_H090_720_V31_2009	2009.7.24	5.323	5	5	8	3.995	3	3	11
EPI577980_A_Brisbane_10_2007	CY106743_A_Hong_Kong_H090_724_V10_2009	2009.7.20	2.286	2	2	5	2.853	2	2	10
EPI577980_A_Brisbane_10_2007	CY106751_A_Hong_Kong_H090_724_V20_2009	2009.7.22	2.286	2	2	5	2.855	2	2	10
EPI577980_A_Brisbane_10_2007	CY106791_A_Hong_Kong_H090_733_V10_2009	2009.7.22	3.283	3	3	6	2.848	2	2	10
EPI577980_A_Brisbane_10_2007	CY106847_A_Hong_Kong_H090_739_V22_2009	2009.7.27	3.286	3	3	6	3.853	3	3	11
EPI577980_A_Brisbane_10_2007	CY106863_A_Hong_Kong_H090_739_V33_2009	2009.7.29	3.286	3	3	6	3.853	3	3	11
EPI577980_A_Brisbane_10_2007	CY106871_A_Hong_Kong_H090_741_V10_2009	2009.7.24	2.286	2	2	5	2.857	2	2	10
EPI577980_A_Brisbane_10_2007	CY106879_A_Hong_Kong_H090_747_V10_2009	2009.7.28	2.29	2	2	5	3.851	3	3	11
EPI577980_A_Brisbane_10_2007	CY113028_A_Netherlands_69_2009	2009.1.12	2.276	2	2	4	2.835	2	2	10
EPI577980_A_Brisbane_10_2007	CY113044_A_Netherlands_761_2009	2009.6.25	1.277	1	1	3	6.846	6	5	14
EPI577980_A_Brisbane_10_2007	CY115527_A_Hong_Kong_H090_689_V20_2009	2009.7.12	2.286	2	2	5	2.859	2	2	10
EPI577980_A_Brisbane_10_2007	CY115647_A_Hong_Kong_H090_726_V10_2009	2009.7.20	2.286	2	2	5	2.855	2	2	10
EPI577980_A_Brisbane_10_2007	CY115687_A_Hong_Kong_H090_734_V32_2009	2009.7.27	2.286	2	2	5	3.857	3	3	11
EPI577980_A_Brisbane_10_2007	CY115727_A_Hong_Kong_H090_739_V23_2009	2009.7.27	3.286	3	3	6	3.853	3	3	11
EPI577980_A_Brisbane_10_2007	CY115735_A_Hong_Kong_H090_739_V33_2009	2009.7.29	3.288	3	3	6	3.853	3	3	11
EPI577980_A_Brisbane_10_2007	CY147666_A_Mexico_24013_2008	2008.12.1	0.277	0	0	2	1.843	1	1	9
EPI577980_A_Brisbane_10_2007	EPI577969_A_Perth_16_2009	2009.4.7	3.289	3	3	6	3.852	3	3	11
EPI577980_A_Brisbane_10_2007	HQ664917_A_Nanjing_1655_2010	2010.9.10	3.304	3	3	6	6.902	6	6	14
EPI577980_A_Brisbane_10_2007	HQ664922_A_Nanjing_1654_2010	2010.9.10	4.327	4	4	7	7.911	7	7	15
EPI577980_A_Brisbane_10_2007	HQ664929_A_Nanjing_1663_2010	2010.9.10	3.304	3	3	6	6.902	6	6	14
EPI577980_A_Brisbane_10_2007	KY049985_A_Qinghai_178_2010	2010.3.15	3.304	3	3	6	6.902	6	6	14
EPI577969_A_Perth_16_2009	CY091580_A_Illinois_NHRC0002_2011	2011.1.19	5.15	5	5	8	9.459	9	9	17
EPI577969_A_Perth_16_2009	CY091588_A_California_NHRC0001_2011	2011.1.14	5.15	5	5	8	7.465	7	7	15
EPI577969_A_Perth_16_2009	CY092272_A_California_NHRC0003_2011	2011.1.28	5.15	5	5	8	7.459	7	7	13
EPI577969_A_Perth_16_2009	CY092288_A_California_NHRC0002_2011	2011.1.16	5.15	5	5	8	7.461	7	7	13
EPI577969_A_Perth_16_2009	CY093221_A_District_of_Columbia_WRAIR0300_2010	2010.11.17	6.216	6	6	9	3.684	3	3	9
EPI577969_A_Perth_16_2009	CY093540_A_Mexico_City_WRAIR3579T_2010	2010.12.9	5.15	5	5	8	7.457	7	7	15
EPI577969_A_Perth_16_2009	CY111165_A_Boston_DOA05_2011	2011.1.11	6.15	6	6	9	7.459	7	7	15
EPI577969_A_Perth_16_2009	CY111309_A_Boston_DOA48_2011	2011.2.16	7.219	7	7	10	4.65	4	4	10
EPI577969_A_Perth_16_2009	CY111317_A_Boston_DOA51_2011	2011.2.18	7.217	7	7	10	3.652	3	3	9
EPI577969_A_Perth_16_2009	CY111421_A_Boston_DOA78_2011	2011.3.14	6.15	6	6	9	7.457	7	7	13
EPI577969_A_Perth_16_2009	CY114428_A_Netherlands_063_2011	2011.1.5	6.165	6	6	9	10.454	10	10	16
EPI577969_A_Perth_16_2009	CY114516_A_Netherlands_034_2010	2010.12.23	6.217	6	6	9	3.655	3	3	9
EPI577969_A_Perth_16_2009	CY134520_A_Boston_DOA38_2011	2011.2.12	6.15	6	6	9	7.459	7	7	15
EPI577969_A_Perth_16_2009	CY134568_A_Boston_DOA47_2011	2011.2.14	5.15	5	5	8	9.455	9	9	15
EPI577969_A_Perth_16_2009	CY167515_A_Tennessee_F2018A_2011	2011.1.24	5.154	5	5	8	9.463	9	9	15
EPI577969_A_Perth_16_2009	CY167571_A_Tennessee_F2031A_2011	2011.2.7	5.15	5	5	8	8.455	8	8	14
EPI577969_A_Perth_16_2009	EPI417234_A_Victoria_361_2011	2011.10.24	7.226	7	7	10	7.671	7	7	13
EPI577969_A_Perth_16_2009	EPI556813_A_Texas_50_2012	2012.4.15	9.221	9	9	12	6.669	6	6	12
EPI577969_A_Perth_16_2009	KC882441_A_Iowa_19_2010	2010.12.30	5.152	5	5	8	8.455	8	8	14
EPI577969_A_Perth_16_2009	KC882476_A_Texas_24_2010	2010.12.31	8.154	8	8	11	8.465	8	8	16
EPI577969_A_Perth_16_2009	KC882565_A_New_Jersey_01_2011	2011.1.11	7.217	7	7	10	3.652	3	3	9
EPI577969_A_Perth_16_2009	KC882641_A_Texas_06_2011	2011.2.5	5.15	5	5	8	7.459	7	7	13
EPI577969_A_Perth_16_2009	KC892843_A_Nevada_12_2012	2012.3.30	6.162	6	6	9	10.472	10	9	16
EPI577969_A_Perth_16_2009	KR137644_A_Bethesda_NIH12_2011	2011.2.15	8.219	8	8	11	3.775	3	3	10
EPI577969_A_Perth_16_2009	KT888257_A_Moscow_1514A00504942N_2012	2012.1.19	8.218	8	8	11	4.776	4	4	12
EPI577969_A_Perth_16_2009	KT888258_A_Moscow_1514A00504950T_2012	2012.1.11	6.219	6	6	9	3.653	3	3	9
EPI577969_A_Perth_16_2009	KT888259_A_Moscow_1514A00505149T_2012	2012.4.12	9.22	9	8	12	4.652	4	4	10
EPI577969_A_Perth_16_2009	KT888260_A_Moscow_1514A00505153N_2012	2012.3.23	9.224	9	9	12	4.661	4	4	10
EPI577969_A_Perth_16_2009	KT888261_A_Moscow_1514A00505162N_2012	2012.4.13	9.224	9	9	12	4.663	4	4	12
EPI577969_A_Perth_16_2009	KT888262_A_Mexico_City_1514A00904139N_CP2_2010	2010.12.29	6.15	6	6	9	7.458	7	7	13
EPI577969_A_Perth_16_2009	KT888267_A_Amman_1514A01004462T_2012	2012.1.11	6.226	6	6	12	5.653	5	5	15
EPI577969_A_Perth_16_2009	KT888268_A_Amman_1514A01004465T_2011	2011.12.5	6.223	6	6	9	5.652	5	5	11
EPI577969_A_Perth_16_2009	KT888275_A_Hong_Kong_1514A01704826T_2011	2011.11.15	7.218	7	7	11	5.66	5	5	11
EPI577969_A_Perth_16_2009	KT888279_A_Prague_1514A06404885N_2012	2012.4.12	8.221	8	8	11	5.67	5	5	11
EPI577969_A_Perth_16_2009	KT888281_A_Sarajevo_1514A06604486N_2012	2012.1.11	5.152	5	5	8	11.466	11	10	17
EPI577969_A_Perth_16_2009	KT888283_A_Budapest_1514A07804502N_2011	2011.12.12	7.218	7	7	10	3.65	3	3	9
EPI577969_A_Perth_16_2009	KT888944_A_Yokosuka_SE680_2012	2012.1.24	7.219	7	7	10	3.648	3	3	9
EPI577969_A_Perth_16_2009	KT888945_A_Yokosuka_SE863_2012	2012.2.3	6.219	6	6	9	3.653	3	3	9
EPI577969_A_Perth_16_2009	KT889082_A_Japan_17_2012	2012.1.31	7.221	7	7	10	5.651	5	5	11
EPI577969_A_Perth_16_2009	KT889083_A_Korea_18_2012	2012.1.24	9.235	9	9	12	8.677	8	8	14
EPI577969_A_Perth_16_2009	KT889087_A_Japan_22_2011	2011.12.20	8.156	8	8	11	11.469	11	11	17
EPI577969_A_Perth_16_2009	KT889091_A_Japan_26_2012	2012.3.5	8.244	8	8	11	4.657	4	4	10
EPI577969_A_Perth_16_2009	KT889099_A_Korea_37_2012	2012.1.19	8.219	8	8	11	7.669	7	7	13
EPI577969_A_Perth_16_2009	KT889102_A_Kyrgyzstan_40_2012	2012.1.12	7.219	7	7	10	6.665	6	6	12
EPI577969_A_Perth_16_2009	KT889103_A_Kyrgyzstan_41_2012	2012.1.12	7.219	7	7	10	6.665	6	6	12
EPI577969_A_Perth_16_2009	KT889104_A_Japan_42_2012	2012.1.31	7.221	7	7	10	5.653	5	5	11
EPI577969_A_Perth_16_2009	KT889105_A_Japan_43_2012	2012.2.5	7.22	7	7	10	5.648	5	5	11
EPI577969_A_Perth_16_2009	KT889107_A_Korea_45_2012	2012.1.13	8.224	8	8	11	4.657	4	4	10
EPI577969_A_Perth_16_2009	KT889108_A_Korea_47_2012	2012.1.20	7.221	7	7	10	5.663	5	5	11
EPI577969_A_Perth_16_2009	MK640845_A_China_38887_2012	2012.8.29	7.22	7	7	10	7.659	7	7	13
EPI577969_A_Perth_16_2009	MK640846_A_China_38888_2012	2012.8.29	7.221	7	7	11	7.669	7	7	13
EPI577969_A_Perth_16_2009	MK640847_A_China_39207_2012	2012.9.26	8.217	8	8	11	5.663	5	5	11
EPI577969_A_Perth_16_2009	MK729833_A_New_York_WC_LVD_10_001_2010	2010.11.4	7.216	7	7	10	5.648	5	5	11
EPI577969_A_Perth_16_2009	MK729873_A_New_York_WC_LVD_10_006_2010	2010.12.16	4.936	4	4	10	4.487	4	4	12
EPI417234_A_Victoria_361_2011	CY134779_A_Texas_JMM_8_2012	2012.11.20	6.203	6	6	9	12.649	12	12	18
EPI417234_A_Victoria_361_2011	CY135131_A_Texas_JMM_54_2012	2012.12.6	3.089	3	3	11	7.105	7	5	16
EPI417234_A_Victoria_361_2011	CY148427_A_Boston_DOA2_112_2012	2012.12.4	2.097	2	2	10	9.115	9	9	18
EPI417234_A_Victoria_361_2011	CY148547_A_Boston_DOA2_128_2012	2012.12.18	2.096	2	2	10	8.12	8	8	17
EPI417234_A_Victoria_361_2011	CY148707_A_Boston_DOA2_149_2013	2013.1.9	5.079	5	5	13	6.095	6	6	15
EPI417234_A_Victoria_361_2011	CY148787_A_Boston_DOA2_161_2013	2013.1.2	4.084	4	4	12	6.105	6	6	15
EPI417234_A_Victoria_361_2011	CY148923_A_Boston_DOA2_180_2013	2013.1.13	4.089	4	4	12	7.108	7	7	18
