vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
EPI103320_A_Moscow_10_1999	CY088251_A_England_525_2003	2003.11.27	11.171	11	9	16	30.628	30	29	37
EPI103320_A_Moscow_10_1999	CY088267_A_England_585_2003	2003.11.25	11.169	11	10	16	24.535	24	23	30
EPI103320_A_Moscow_10_1999	CY088275_A_England_487_2003	2003.11.24	11.169	11	10	16	25.535	25	24	31
EPI103320_A_Moscow_10_1999	CY088291_A_England_491_2003	2003.11.24	11.169	11	10	16	24.533	24	23	30
EPI103320_A_Moscow_10_1999	CY088323_A_England_508_2003	2003.11.27	12.169	12	11	17	24.535	24	23	30
EPI103320_A_Moscow_10_1999	CY088339_A_England_957_2003	2003.11.28	11.169	11	10	16	26.547	26	25	32
EPI103320_A_Moscow_10_1999	CY088363_A_England_558_2003	2003.12.5	12.169	12	11	17	25.533	25	24	31
EPI103320_A_Moscow_10_1999	CY088379_A_England_532_2003	2003.11.27	12.169	12	11	17	25.531	25	24	31
EPI103320_A_Moscow_10_1999	CY088387_A_England_522_2003	2003.12.12	12.181	12	10	17	28.635	28	27	38
EPI103320_A_Moscow_10_1999	CY088403_A_England_547_2003	2003.12.18	11.169	11	10	16	25.533	25	24	31
EPI103320_A_Moscow_10_1999	CY090956_A_South_Carolina_NHRC0002_2003	2003.11.13	12.167	12	11	17	26.535	26	25	34
EPI103320_A_Moscow_10_1999	CY091124_A_Missouri_NHRC0002_2004	2004.1.9	12.173	12	11	17	22.574	22	21	28
EPI103320_A_Moscow_10_1999	CY091468_A_California_NHRC0006_2003	2003.12.10	11.173	11	10	16	21.561	21	20	27
EPI103320_A_Moscow_10_1999	CY092216_A_Georgia_NHRC0001_2003	2003.12.5	12.167	12	11	17	25.537	25	24	33
EPI103320_A_Moscow_10_1999	CY107095_A_England_470_2003	2003.11.5	11.171	11	10	16	26.528	26	25	32
EPI103320_A_Moscow_10_1999	CY107111_A_England_516_2003	2003.11.20	11.181	11	9	16	28.635	28	27	38
EPI103320_A_Moscow_10_1999	CY107151_A_England_493_2003	2003.11.23	11.169	11	10	16	24.539	24	23	30
EPI103320_A_Moscow_10_1999	CY107167_A_England_532_2003	2003.11.27	11.169	11	10	16	24.537	24	23	30
EPI103320_A_Moscow_10_1999	CY112948_A_Netherlands_1_2002	2002.1.7	8.181	8	7	14	19.52	19	18	31
EPI103320_A_Moscow_10_1999	CY114324_A_Netherlands_3_2000	2000.1.6	2.787	3	2	8	3.498	3	3	19
EPI103320_A_Moscow_10_1999	CY114340_A_Netherlands_126_2001	2001.3.21	8.947	9	8	15	5.753	5	4	21
EPI103320_A_Moscow_10_1999	EPI358781_A_Fujian_411_2002	2002.7.1	12.207	12	10	17	15.878	16	10	30
EPI103320_A_Moscow_10_1999	EPI367109_A_California_7_2004	2004.9.16	16.197	16	14	21	24.323	24	18	35
EPI103320_A_Moscow_10_1999	KJ855376_A_Mexico_DIF835_2003	2003.7.4	12.207	12	10	17	19.922	20	14	34
EPI103320_A_Moscow_10_1999	KJ855448_A_Mexico_DIF2662_2003	2003.12.15	12.173	12	11	17	21.561	21	20	27
EPI358781_A_Fujian_411_2002	CY002007_A_New_York_359_2005	2005.1.17	12.542	13	5	16	18.93	19	13	25
EPI358781_A_Fujian_411_2002	CY002015_A_New_York_361_2005	2005.2.2	14.543	15	7	18	18.958	19	13	24
EPI358781_A_Fujian_411_2002	CY002079_A_New_York_396_2005	2005.3.4	11.544	12	4	15	17.997	18	12	23
EPI358781_A_Fujian_411_2002	CY002199_A_New_York_366_2004	2004.12.20	14.54	15	7	18	18.95	19	13	26
EPI358781_A_Fujian_411_2002	CY002231_A_New_York_372_2004	2004.12.22	14.54	15	7	18	19.932	20	14	25
EPI358781_A_Fujian_411_2002	CY002255_A_New_York_381_2004	2004.12.28	14.543	15	7	18	18.94	19	13	24
EPI358781_A_Fujian_411_2002	CY002263_A_New_York_383_2004	2004.12.29	11.54	12	4	15	20.916	21	15	26
EPI358781_A_Fujian_411_2002	CY002447_A_New_York_365_2004	2004.12.16	11.54	12	4	15	22.946	23	17	28
EPI358781_A_Fujian_411_2002	CY002463_A_New_York_373_2005	2005.2.22	14.54	15	7	18	18.956	19	13	26
EPI358781_A_Fujian_411_2002	CY002599_A_New_York_377_2004	2004.12.20	14.543	15	7	18	18.944	19	13	24
EPI358781_A_Fujian_411_2002	CY002719_A_New_York_319_2004	2004.11.8	11.54	12	4	15	17.92	18	12	23
EPI358781_A_Fujian_411_2002	CY002791_A_New_York_232_2004	2004.12.9	14.543	15	7	18	19.94	20	14	25
EPI358781_A_Fujian_411_2002	CY003079_A_New_York_123_2004	2004.12.16	14.543	15	7	18	19.938	20	14	25
EPI358781_A_Fujian_411_2002	CY003647_A_New_York_463_2005	2005.2.9	12.54	13	5	16	16.93	17	11	22
EPI358781_A_Fujian_411_2002	CY003671_A_New_York_471_2004	2004.11.8	12.542	13	5	16	17.925	18	12	23
EPI358781_A_Fujian_411_2002	CY006091_A_New_York_465_2005	2005.3.8	14.543	15	7	18	18.96	19	13	24
EPI358781_A_Fujian_411_2002	CY019156_A_New_York_900_2004	2004.12.22	14.54	15	7	18	19.932	20	14	25
EPI358781_A_Fujian_411_2002	CY019164_A_New_York_900_2004	2004.12.22	14.54	15	7	18	19.933	20	14	25
EPI358781_A_Fujian_411_2002	CY019180_A_New_York_905_2004	2004.12.27	14.543	15	7	18	18.94	19	13	24
EPI358781_A_Fujian_411_2002	CY019260_A_New_York_908_2004	2004.12.27	14.543	15	7	18	18.942	19	13	24
EPI358781_A_Fujian_411_2002	CY019300_A_New_York_913_2005	2005.1.10	14.543	15	7	18	19.948	20	14	25
EPI358781_A_Fujian_411_2002	CY019308_A_New_York_918_2005	2005.1.10	14.543	15	7	18	19.95	20	14	25
EPI358781_A_Fujian_411_2002	CY019324_A_New_York_918_2005	2005.1.10	14.543	15	7	18	19.944	20	14	25
EPI358781_A_Fujian_411_2002	CY020540_A_New_York_913_2005	2005.1.10	14.543	15	7	18	19.95	20	14	25
EPI358781_A_Fujian_411_2002	CY038686_A_Hong_Kong_HKU42_2005	2005.1.6	11.574	12	4	15	17.348	18	11	22
EPI358781_A_Fujian_411_2002	CY038702_A_Hong_Kong_HKU62_2005	2005.5.13	12.54	13	5	16	19.347	20	13	24
EPI358781_A_Fujian_411_2002	CY038710_A_Hong_Kong_HKU65_2005	2005.5.17	13.54	14	6	17	16.341	17	10	21
EPI358781_A_Fujian_411_2002	CY038718_A_Hong_Kong_HKU67_2005	2005.5.23	12.54	13	5	16	17.338	18	11	22
EPI358781_A_Fujian_411_2002	CY038734_A_Hong_Kong_HKU69_2005	2005.5.27	12.54	13	5	16	16.341	17	10	21
EPI358781_A_Fujian_411_2002	CY038742_A_Hong_Kong_HKU70_2005	2005.5.30	13.541	14	6	17	16.339	17	10	21
EPI358781_A_Fujian_411_2002	CY038758_A_Hong_Kong_HKU79_2005	2005.7.16	13.542	14	6	17	17.341	18	11	22
EPI358781_A_Fujian_411_2002	CY039054_A_Hong_Kong_HKU40_2004	2004.11.23	11.54	12	4	15	18.336	19	12	23
EPI358781_A_Fujian_411_2002	CY039062_A_Hong_Kong_HKU45_2005	2005.3.7	13.678	14	6	18	17.954	18	12	23
EPI358781_A_Fujian_411_2002	CY039070_A_Hong_Kong_HKU47_2005	2005.3.19	12.54	13	5	16	17.339	18	11	22
EPI358781_A_Fujian_411_2002	CY039214_A_Hong_Kong_HKU58_2005	2005.5.5	12.542	13	5	16	16.341	17	10	21
EPI358781_A_Fujian_411_2002	CY039230_A_Hong_Kong_HKU61_2005	2005.5.11	13.54	14	6	17	17.351	18	11	22
EPI358781_A_Fujian_411_2002	CY039238_A_Hong_Kong_HKU63_2005	2005.5.14	12.542	13	5	16	17.337	18	11	22
EPI358781_A_Fujian_411_2002	CY040329_A_Hong_Kong_HKU52_2005	2005.4.16	12.542	13	5	16	18.349	19	12	23
EPI358781_A_Fujian_411_2002	CY040345_A_Hong_Kong_HKU75_2005	2005.6.17	12.54	13	5	16	17.345	18	11	22
EPI358781_A_Fujian_411_2002	CY040353_A_Hong_Kong_HKU76_2005	2005.6.21	13.541	14	6	17	17.337	18	11	22
EPI358781_A_Fujian_411_2002	CY040361_A_Hong_Kong_HKU77_2005	2005.6.29	13.584	14	6	18	19.332	20	12	24
EPI358781_A_Fujian_411_2002	CY043767_A_Hong_Kong_HKU72_2005	2005.6.1	13.542	14	6	17	19.345	20	13	24
EPI358781_A_Fujian_411_2002	CY043775_A_Hong_Kong_HKU78_2005	2005.7.9	14.54	15	7	18	17.341	18	11	22
EPI358781_A_Fujian_411_2002	CY044404_A_Hong_Kong_HKU73_2005	2005.6.2	13.54	14	6	17	16.343	17	10	21
EPI358781_A_Fujian_411_2002	CY090996_A_South_Carolina_NHRC0001_2005	2005.2.11	11.54	12	4	15	22.922	23	17	28
EPI358781_A_Fujian_411_2002	CY091012_A_Illinois_NHRC0001_2005	2005.4.6	13.54	14	6	17	20.931	21	15	26
EPI358781_A_Fujian_411_2002	CY091140_A_Texas_NHRC0001_2005	2005.2.16	13.544	14	6	17	17	17	11	22
EPI358781_A_Fujian_411_2002	CY091316_A_Hong_Kong_NHRC0001_2005	2005.6.15	12.54	13	5	16	16.339	17	10	21
EPI358781_A_Fujian_411_2002	CY091436_A_California_NHRC0002_2005	2005.2.7	11.668	12	4	16	18.93	19	13	24
EPI358781_A_Fujian_411_2002	CY100575_A_Mexico_InDRE2246_2005	2005.9.11	13.542	14	6	17	17.347	18	11	22
EPI358781_A_Fujian_411_2002	CY112996_A_Netherlands_132_2004	2004.12.4	12.54	13	5	16	15.916	16	10	21
EPI358781_A_Fujian_411_2002	EPI502253_A_Wisconsin_67_2005	2005.1.1	13.542	14	6	17	17.347	18	11	22
EPI358781_A_Fujian_411_2002	KJ855424_A_Mexico_QUE2270_2005	2005.8.11	15.54	16	8	19	16.343	17	10	21
EPI358781_A_Fujian_411_2002	KJ855472_A_Mexico_TLA2227_2005	2005.9.11	13.54	14	6	17	19.345	20	13	24
EPI367109_A_California_7_2004	CY019866_A_New_York_938_2006	2006.3.2	4.61	5	4	9	9.621	9	9	18
EPI367109_A_California_7_2004	CY020372_A_New_York_938_2006	2006.3.2	4.61	5	4	9	9.619	9	9	18
EPI367109_A_California_7_2004	CY091036_A_Illinois_NHRC0002_2005	2005.12.23	1.602	2	1	6	10.615	10	10	19
EPI367109_A_California_7_2004	CY091532_A_California_NHRC0006_2005	2005.12.2	3.017	3	3	4	8.89	9	8	12
EPI367109_A_California_7_2004	CY113004_A_Netherlands_548_2005	2005.12.26	3.604	4	3	8	9.877	10	9	18
EPI367109_A_California_7_2004	CY172198_A_New_York_1001_2005	2005.11.10	2.606	3	2	7	9.622	9	9	18
EPI367109_A_California_7_2004	CY172390_A_New_York_1028_2006	2006.2.20	6.754	7	6	11	13.354	13	13	22
EPI502253_A_Wisconsin_67_2005	CY025428_A_California_UR06_0347_2007	2007.2.19	8.593	8	8	14	6.792	6	5	15
EPI502253_A_Wisconsin_67_2005	CY027570_A_Texas_UR06_0358_2007	2007.2.20	10.587	10	10	16	6.796	6	5	15
EPI502253_A_Wisconsin_67_2005	CY037310_A_Qatar_AF02_2008	2008.1.29	11.589	11	10	17	9.812	9	8	18
EPI502253_A_Wisconsin_67_2005	CY037326_A_Korea_AF05_2008	2008.2.19	10.665	10	10	16	7.826	7	6	16
EPI502253_A_Wisconsin_67_2005	CY039406_A_Taiwan_70002_2007	2007.1.2	7.332	7	7	10	4.059	4	4	6
EPI502253_A_Wisconsin_67_2005	CY039414_A_Taiwan_70113_2007	2007.1.15	6.331	6	6	9	3.065	3	3	6
EPI502253_A_Wisconsin_67_2005	CY040057_A_Taiwan_70307_2007	2007.2.3	7.339	7	7	13	3.076	3	3	12
EPI502253_A_Wisconsin_67_2005	CY040073_A_Taiwan_2361_2007	2007.11.12	9.589	9	9	15	6.8	6	5	15
EPI502253_A_Wisconsin_67_2005	CY040105_A_Taiwan_70120_2008	2008.1.15	8.599	8	8	14	9.8	9	8	18
EPI502253_A_Wisconsin_67_2005	CY044603_A_Boston_40_2008	2008.2.15	10.665	10	10	16	9.821	9	8	18
EPI502253_A_Wisconsin_67_2005	CY044827_A_Boston_88_2008	2008.4.16	11.515	11	10	18	7.813	7	6	16
EPI502253_A_Wisconsin_67_2005	CY113020_A_Netherlands_377_2008	2008.9.27	10.514	10	9	17	7.796	7	6	16
EPI502253_A_Wisconsin_67_2005	CY114404_A_Netherlands_363_2006	2006.12.24	7.56	7	7	12	8.768	8	7	17
EPI502253_A_Wisconsin_67_2005	CY114412_A_Netherlands_69_2007	2007.2.19	10.589	10	10	16	10.825	10	9	19
EPI502253_A_Wisconsin_67_2005	CY114420_A_Netherlands_348_2007	2007.11.6	9.595	9	9	15	11.802	11	10	20
EPI502253_A_Wisconsin_67_2005	CY173286_A_New_York_1155_2008	2008.3.27	10.569	10	10	16	7.798	7	6	16
EPI502253_A_Wisconsin_67_2005	EPI577980_A_Brisbane_10_2007	2007.2.6	9.593	9	9	15	7.803	7	6	16
EPI577980_A_Brisbane_10_2007	CY050611_A_New_York_3018_2009	2009.4.27	5.346	3	3	21	9.895	8	8	22
EPI577980_A_Brisbane_10_2007	CY050731_A_New_York_3143_2009	2009.4.30	6.33	4	4	20	9.881	8	8	21
EPI577980_A_Brisbane_10_2007	CY050795_A_New_York_3491_2009	2009.5.11	5.346	3	3	21	9.895	8	8	22
EPI577980_A_Brisbane_10_2007	CY050827_A_New_York_3738_2009	2009.5.20	5.346	3	3	21	9.897	8	8	22
EPI577980_A_Brisbane_10_2007	CY064830_A_California_VRDL138_2009	2009.4.29	9.362	7	7	23	6.887	5	4	18
EPI577980_A_Brisbane_10_2007	CY067976_A_California_VRDL339_2009	2009.5.4	6.348	4	4	22	8.943	7	7	21
EPI577980_A_Brisbane_10_2007	CY068104_A_California_VRDL368_2009	2009.4.27	6.33	4	4	20	7.891	6	6	19
EPI577980_A_Brisbane_10_2007	CY068208_A_California_VRDL170_2009	2009.4.28	8.364	6	6	22	7.887	6	5	19
EPI577980_A_Brisbane_10_2007	CY068232_A_California_VRDL188_2009	2009.4.29	9.328	7	7	23	3.881	2	2	15
EPI577980_A_Brisbane_10_2007	CY068296_A_California_VRDL247_2009	2009.4.29	8.328	6	6	22	2.883	1	1	14
EPI577980_A_Brisbane_10_2007	CY068336_A_California_VRDL260_2009	2009.5.1	6.33	4	4	20	8.927	7	7	20
EPI577980_A_Brisbane_10_2007	CY068360_A_California_VRDL263_2009	2009.4.30	6.332	4	4	20	10.925	9	9	22
EPI577980_A_Brisbane_10_2007	CY068416_A_California_VRDL277_2009	2009.4.30	5.328	3	3	19	11.893	10	10	21
EPI577980_A_Brisbane_10_2007	CY068480_A_California_VRDL309_2009	2009.5.2	8.36	6	6	18	5.878	4	3	12
EPI577980_A_Brisbane_10_2007	CY068640_A_California_VRDL394_2009	2009.4.28	9.328	7	7	23	3.879	2	2	15
EPI577980_A_Brisbane_10_2007	CY068781_A_California_VRDL205_2009	2009.4.29	9.348	7	7	25	3.895	2	2	16
EPI577980_A_Brisbane_10_2007	CY069322_A_Korea_WRAIR1038P_2009	2009.4.9	6.324	4	4	16	9.928	8	8	16
EPI577980_A_Brisbane_10_2007	CY069426_A_Japan_WRAIR1140P_2009	2009.2.9	5.855	5	3	23	8.571	7	7	22
EPI577980_A_Brisbane_10_2007	CY072221_A_New_York_20343_2010	2010.6.16	8.371	6	6	26	10.925	9	8	26
EPI577980_A_Brisbane_10_2007	CY077432_A_California_VRDL356_2009	2009.6.2	5.346	3	3	21	9.897	8	8	22
EPI577980_A_Brisbane_10_2007	CY084416_A_New_York_3918_2009	2009.6.5	5.346	3	3	21	9.897	8	8	22
EPI577980_A_Brisbane_10_2007	CY089740_A_Boston_40_2009	2009.2.27	8.346	6	6	24	3.895	2	2	16
EPI577980_A_Brisbane_10_2007	CY089756_A_Boston_75_2009	2009.1.16	8.37	6	6	22	6.889	5	4	18
EPI577980_A_Brisbane_10_2007	CY093237_A_South_Korea_WRAIR1171P_2009	2009.1.1	7.349	5	5	23	7.917	6	6	20
EPI577980_A_Brisbane_10_2007	CY093316_A_Kyrgyzstan_WRAIR1256P_2008	2008.12.1	5.324	3	3	15	8.874	7	7	15
EPI577980_A_Brisbane_10_2007	CY093348_A_Kuwait_WRAIR1561P_2009	2009.1.1	6.348	4	4	22	7.997	7	5	20
EPI577980_A_Brisbane_10_2007	CY106599_A_Hong_Kong_H090_671_V10_2009	2009.7.6	8.332	6	6	18	10.908	9	8	17
EPI577980_A_Brisbane_10_2007	CY106647_A_Hong_Kong_H090_689_V22_2009	2009.7.12	6.328	4	4	20	10.883	9	9	22
EPI577980_A_Brisbane_10_2007	CY106655_A_Hong_Kong_H090_692_V10_2009	2009.7.10	7.346	5	5	23	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY106703_A_Hong_Kong_H090_714_V10_2009	2009.7.15	6.324	4	4	16	10.876	9	9	17
EPI577980_A_Brisbane_10_2007	CY106735_A_Hong_Kong_H090_720_V31_2009	2009.7.24	8.338	6	6	22	9.939	8	7	21
EPI577980_A_Brisbane_10_2007	CY106743_A_Hong_Kong_H090_724_V10_2009	2009.7.20	5.346	3	3	21	13.896	12	12	26
EPI577980_A_Brisbane_10_2007	CY106751_A_Hong_Kong_H090_724_V20_2009	2009.7.22	5.346	3	3	21	13.898	12	12	26
EPI577980_A_Brisbane_10_2007	CY106791_A_Hong_Kong_H090_733_V10_2009	2009.7.22	7.346	5	5	23	10.897	9	9	23
EPI577980_A_Brisbane_10_2007	CY106847_A_Hong_Kong_H090_739_V22_2009	2009.7.27	8.348	6	6	24	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY106863_A_Hong_Kong_H090_739_V33_2009	2009.7.29	8.326	6	6	18	10.876	9	9	17
EPI577980_A_Brisbane_10_2007	CY106871_A_Hong_Kong_H090_741_V10_2009	2009.7.24	6.328	4	4	20	10.881	9	9	22
EPI577980_A_Brisbane_10_2007	CY106879_A_Hong_Kong_H090_747_V10_2009	2009.7.28	6.346	4	4	22	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY113028_A_Netherlands_69_2009	2009.1.12	9.362	7	7	23	5.887	4	3	17
EPI577980_A_Brisbane_10_2007	CY113044_A_Netherlands_761_2009	2009.6.25	9.365	7	7	25	7.907	6	5	21
EPI577980_A_Brisbane_10_2007	CY115527_A_Hong_Kong_H090_689_V20_2009	2009.7.12	6.346	4	4	22	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY115647_A_Hong_Kong_H090_726_V10_2009	2009.7.20	6.346	4	4	22	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY115687_A_Hong_Kong_H090_734_V32_2009	2009.7.27	6.348	4	4	22	12.895	11	11	25
EPI577980_A_Brisbane_10_2007	CY115727_A_Hong_Kong_H090_739_V23_2009	2009.7.27	8.348	6	6	24	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY115735_A_Hong_Kong_H090_739_V33_2009	2009.7.29	8.348	6	6	24	10.895	9	9	23
EPI577980_A_Brisbane_10_2007	CY147666_A_Mexico_24013_2008	2008.12.1	5.626	4	4	24	4.326	3	3	16
EPI577980_A_Brisbane_10_2007	EPI577969_A_Perth_16_2009	2009.4.7	5.33	3	3	19	8.934	7	7	20
EPI577980_A_Brisbane_10_2007	HQ664917_A_Nanjing_1655_2010	2010.9.10	11.375	9	9	27	10.961	9	9	23
EPI577980_A_Brisbane_10_2007	HQ664922_A_Nanjing_1654_2010	2010.9.10	15.102	13	9	31	11.848	10	8	26
EPI577980_A_Brisbane_10_2007	HQ664929_A_Nanjing_1663_2010	2010.9.10	10.721	10	8	26	9.077	9	7	21
EPI577980_A_Brisbane_10_2007	KY049985_A_Qinghai_178_2010	2010.3.15	12.353	10	10	24	10.966	9	9	17
EPI577969_A_Perth_16_2009	CY091580_A_Illinois_NHRC0002_2011	2011.1.19	3.696	4	3	12	9.153	9	8	14
EPI577969_A_Perth_16_2009	CY091588_A_California_NHRC0001_2011	2011.1.14	4.688	5	4	24	9.143	9	8	24
EPI577969_A_Perth_16_2009	CY092272_A_California_NHRC0003_2011	2011.1.28	3.712	4	3	23	12.164	12	11	25
EPI577969_A_Perth_16_2009	CY092288_A_California_NHRC0002_2011	2011.1.16	3.708	4	3	17	10.167	10	9	30
EPI577969_A_Perth_16_2009	CY093221_A_District_of_Columbia_WRAIR0300_2010	2010.11.17	5.71	6	5	21	12.315	12	11	20
EPI577969_A_Perth_16_2009	CY093540_A_Mexico_City_WRAIR3579T_2010	2010.12.9	4.688	5	4	13	9.139	9	8	14
EPI577969_A_Perth_16_2009	CY111165_A_Boston_DOA05_2011	2011.1.11	4.7	5	4	13	14.163	14	13	19
EPI577969_A_Perth_16_2009	CY111309_A_Boston_DOA48_2011	2011.2.16	4.696	5	4	20	17.149	17	16	25
EPI577969_A_Perth_16_2009	CY111317_A_Boston_DOA51_2011	2011.2.18	6.692	7	6	22	17.141	17	16	25
EPI577969_A_Perth_16_2009	CY111421_A_Boston_DOA78_2011	2011.3.14	5.7	6	5	14	15.159	15	14	20
EPI577969_A_Perth_16_2009	CY114428_A_Netherlands_063_2011	2011.1.5	7.594	8	5	25	15.194	15	15	30
EPI577969_A_Perth_16_2009	CY114516_A_Netherlands_034_2010	2010.12.23	8.696	9	8	19	15.151	15	14	24
EPI577969_A_Perth_16_2009	CY134520_A_Boston_DOA38_2011	2011.2.12	4.7	5	4	13	13.153	13	12	18
EPI577969_A_Perth_16_2009	CY134568_A_Boston_DOA47_2011	2011.2.14	4.726	5	4	16	11.169	11	10	33
EPI577969_A_Perth_16_2009	CY167515_A_Tennessee_F2018A_2011	2011.1.24	3.686	4	3	23	10.145	10	9	25
EPI577969_A_Perth_16_2009	CY167571_A_Tennessee_F2031A_2011	2011.2.7	4.704	5	4	20	11.155	11	10	19
EPI577969_A_Perth_16_2009	EPI417234_A_Victoria_361_2011	2011.10.24	8.711	9	8	17	20.192	20	19	26
EPI577969_A_Perth_16_2009	EPI556813_A_Texas_50_2012	2012.4.15	7.716	8	7	23	16.173	16	15	24
EPI577969_A_Perth_16_2009	KC882441_A_Iowa_19_2010	2010.12.30	4.7	5	4	13	12.153	12	11	17
EPI577969_A_Perth_16_2009	KC882476_A_Texas_24_2010	2010.12.31	5.677	6	5	21	9.135	9	8	17
EPI577969_A_Perth_16_2009	KC882565_A_New_Jersey_01_2011	2011.1.11	5.715	6	5	18	16.153	16	15	23
EPI577969_A_Perth_16_2009	KC882641_A_Texas_06_2011	2011.2.5	7.701	8	7	27	10.161	10	9	25
EPI577969_A_Perth_16_2009	KC892843_A_Nevada_12_2012	2012.3.30	5.718	6	5	25	15.194	15	14	30
EPI577969_A_Perth_16_2009	KR137644_A_Bethesda_NIH12_2011	2011.2.15	7.723	8	7	23	15.562	16	13	22
EPI577969_A_Perth_16_2009	KT888257_A_Moscow_1514A00504942N_2012	2012.1.19	9.691	10	9	25	14.34	14	13	22
EPI577969_A_Perth_16_2009	KT888258_A_Moscow_1514A00504950T_2012	2012.1.11	6.714	7	6	17	17.155	17	16	26
EPI577969_A_Perth_16_2009	KT888259_A_Moscow_1514A00505149T_2012	2012.4.12	8.695	9	8	17	22.26	22	21	27
EPI577969_A_Perth_16_2009	KT888260_A_Moscow_1514A00505153N_2012	2012.3.23	8.707	9	8	19	22.27	22	21	31
EPI577969_A_Perth_16_2009	KT888261_A_Moscow_1514A00505162N_2012	2012.4.13	8.695	9	8	17	22.262	22	21	27
EPI577969_A_Perth_16_2009	KT888262_A_Mexico_City_1514A00904139N_CP2_2010	2010.12.29	3.704	4	3	19	9.152	9	8	17
EPI577969_A_Perth_16_2009	KT888267_A_Amman_1514A01004462T_2012	2012.1.11	8.704	9	7	17	18.315	18	17	27
EPI577969_A_Perth_16_2009	KT888268_A_Amman_1514A01004465T_2011	2011.12.5	8.704	9	7	17	18.311	18	17	28
EPI577969_A_Perth_16_2009	KT888275_A_Hong_Kong_1514A01704826T_2011	2011.11.15	7.708	8	7	16	17.149	17	16	22
EPI577969_A_Perth_16_2009	KT888279_A_Prague_1514A06404885N_2012	2012.4.12	6.706	7	6	15	18.151	18	17	23
EPI577969_A_Perth_16_2009	KT888281_A_Sarajevo_1514A06604486N_2012	2012.1.11	6.69	7	6	15	13.157	13	12	18
EPI577969_A_Perth_16_2009	KT888283_A_Budapest_1514A07804502N_2011	2011.12.12	7.72	8	7	23	17.156	17	16	25
EPI577969_A_Perth_16_2009	KT888944_A_Yokosuka_SE680_2012	2012.1.24	5.716	6	5	16	16.157	16	15	28
EPI577969_A_Perth_16_2009	KT888945_A_Yokosuka_SE863_2012	2012.2.3	8.705	9	8	17	16.157	16	15	27
EPI577969_A_Perth_16_2009	KT889082_A_Japan_17_2012	2012.1.31	5.718	6	5	16	16.157	16	15	28
EPI577969_A_Perth_16_2009	KT889083_A_Korea_18_2012	2012.1.24	8.716	9	8	24	19.169	19	18	27
EPI577969_A_Perth_16_2009	KT889087_A_Japan_22_2011	2011.12.20	6.73	7	6	22	12.155	12	11	20
EPI577969_A_Perth_16_2009	KT889091_A_Japan_26_2012	2012.3.5	7.715	8	7	16	24.224	24	23	30
EPI577969_A_Perth_16_2009	KT889099_A_Korea_37_2012	2012.1.19	6.706	7	6	15	17.175	17	16	23
EPI577969_A_Perth_16_2009	KT889102_A_Kyrgyzstan_40_2012	2012.1.12	6.706	7	6	15	16.171	16	15	22
EPI577969_A_Perth_16_2009	KT889103_A_Kyrgyzstan_41_2012	2012.1.12	6.714	7	6	22	16.177	16	15	26
EPI577969_A_Perth_16_2009	KT889104_A_Japan_42_2012	2012.1.31	5.682	6	5	12	16.127	16	15	20
EPI577969_A_Perth_16_2009	KT889105_A_Japan_43_2012	2012.2.5	5.713	6	5	21	16.143	16	15	24
EPI577969_A_Perth_16_2009	KT889107_A_Korea_45_2012	2012.1.13	6.715	7	6	22	18.145	18	17	26
EPI577969_A_Perth_16_2009	KT889108_A_Korea_47_2012	2012.1.20	8.697	9	8	28	18.158	18	17	31
EPI577969_A_Perth_16_2009	MK640845_A_China_38887_2012	2012.8.29	10.702	11	10	19	21.172	21	20	26
EPI577969_A_Perth_16_2009	MK640846_A_China_38888_2012	2012.8.29	7.71	8	7	16	20.164	20	19	25
EPI577969_A_Perth_16_2009	MK640847_A_China_39207_2012	2012.9.26	9.706	10	9	18	18.157	18	17	23
EPI577969_A_Perth_16_2009	MK729833_A_New_York_WC_LVD_10_001_2010	2010.11.4	3.699	4	3	19	15.135	15	14	23
EPI577969_A_Perth_16_2009	MK729873_A_New_York_WC_LVD_10_006_2010	2010.12.16	2.01	2	2	4	9.624	10	8	14
EPI417234_A_Victoria_361_2011	CY134779_A_Texas_JMM_8_2012	2012.11.20	8.959	8	8	12	19.134	19	19	23
EPI417234_A_Victoria_361_2011	CY135131_A_Texas_JMM_54_2012	2012.12.6	3.049	3	3	5	8.906	9	8	13
EPI417234_A_Victoria_361_2011	CY148427_A_Boston_DOA2_112_2012	2012.12.4	3.051	3	3	5	6.907	7	6	11
EPI417234_A_Victoria_361_2011	CY148547_A_Boston_DOA2_128_2012	2012.12.18	2.102	2	2	22	6.94	7	6	34
EPI417234_A_Victoria_361_2011	CY148707_A_Boston_DOA2_149_2013	2013.1.9	3.058	3	3	5	9.911	10	9	14
EPI417234_A_Victoria_361_2011	CY148787_A_Boston_DOA2_161_2013	2013.1.2	2.056	2	2	5	6.925	7	6	11
EPI417234_A_Victoria_361_2011	CY148923_A_Boston_DOA2_180_2013	2013.1.13	2.051	2	2	4	7.913	8	7	12
