vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
EPI103320_A_Moscow_10_1999	CY088251_A_England_525_2003	2003.11.27	6.062	6	6	8	12.435	12	12	19
EPI103320_A_Moscow_10_1999	CY088267_A_England_585_2003	2003.11.25	5.06	5	5	7	12.426	12	12	19
EPI103320_A_Moscow_10_1999	CY088275_A_England_487_2003	2003.11.24	6.065	6	6	9	13.449	13	13	33
EPI103320_A_Moscow_10_1999	CY088291_A_England_491_2003	2003.11.24	6.062	6	6	8	13.429	13	13	20
EPI103320_A_Moscow_10_1999	CY088323_A_England_508_2003	2003.11.27	5.06	5	5	7	12.445	12	12	19
EPI103320_A_Moscow_10_1999	CY088339_A_England_957_2003	2003.11.28	6.062	6	6	8	13.429	13	13	20
EPI103320_A_Moscow_10_1999	CY088363_A_England_558_2003	2003.12.5	4.03	4	3	8	12.297	12	10	18
EPI103320_A_Moscow_10_1999	CY088379_A_England_532_2003	2003.11.27	6.062	6	6	8	13.429	13	13	20
EPI103320_A_Moscow_10_1999	CY088387_A_England_522_2003	2003.12.12	6.062	6	6	8	12.429	12	12	19
EPI103320_A_Moscow_10_1999	CY088403_A_England_547_2003	2003.12.18	3.068	3	3	7	12.465	12	12	19
EPI103320_A_Moscow_10_1999	CY090956_A_South_Carolina_NHRC0002_2003	2003.11.13	5.06	5	5	7	11.425	11	11	18
EPI103320_A_Moscow_10_1999	CY091124_A_Missouri_NHRC0002_2004	2004.1.9	5.06	5	5	7	14.427	14	14	21
EPI103320_A_Moscow_10_1999	CY091468_A_California_NHRC0006_2003	2003.12.10	5.062	5	5	7	14.421	14	14	21
EPI103320_A_Moscow_10_1999	CY092216_A_Georgia_NHRC0001_2003	2003.12.5	5.06	5	5	7	11.427	11	11	18
EPI103320_A_Moscow_10_1999	CY107095_A_England_470_2003	2003.11.5	6.062	6	6	8	13.431	13	13	20
EPI103320_A_Moscow_10_1999	CY107111_A_England_516_2003	2003.11.20	3.068	3	3	7	14.459	14	14	21
EPI103320_A_Moscow_10_1999	CY107151_A_England_493_2003	2003.11.23	6.062	6	6	8	12.433	12	12	19
EPI103320_A_Moscow_10_1999	CY107167_A_England_532_2003	2003.11.27	6.062	6	6	8	13.429	13	13	20
EPI103320_A_Moscow_10_1999	CY112948_A_Netherlands_1_2002	2002.1.7	3.058	3	3	5	9.38	9	9	16
EPI103320_A_Moscow_10_1999	CY114324_A_Netherlands_3_2000	2000.1.6	3.067	3	3	6	8.351	8	8	26
EPI103320_A_Moscow_10_1999	CY114340_A_Netherlands_126_2001	2001.3.21	5.049	5	5	8	9.478	9	9	33
EPI103320_A_Moscow_10_1999	EPI358781_A_Fujian_411_2002	2002.7.1	4.236	4	3	7	11.249	11	9	16
EPI103320_A_Moscow_10_1999	EPI367109_A_California_7_2004	2004.9.16	4.03	4	3	8	11.323	11	9	17
EPI103320_A_Moscow_10_1999	KJ855376_A_Mexico_DIF835_2003	2003.7.4	5.236	5	4	8	13.261	13	11	18
EPI103320_A_Moscow_10_1999	KJ855448_A_Mexico_DIF2662_2003	2003.12.15	5.06	5	5	7	13.421	13	13	20
EPI358781_A_Fujian_411_2002	CY002007_A_New_York_359_2005	2005.1.17	3.016	3	2	5	13.009	13	6	17
EPI358781_A_Fujian_411_2002	CY002015_A_New_York_361_2005	2005.2.2	4.022	4	3	6	12.991	13	6	17
EPI358781_A_Fujian_411_2002	CY002079_A_New_York_396_2005	2005.3.4	7.02	7	6	9	13.055	13	6	17
EPI358781_A_Fujian_411_2002	CY002199_A_New_York_366_2004	2004.12.20	4.015	4	3	6	13.98	14	7	18
EPI358781_A_Fujian_411_2002	CY002231_A_New_York_372_2004	2004.12.22	4.015	4	3	6	13.98	14	7	18
EPI358781_A_Fujian_411_2002	CY002255_A_New_York_381_2004	2004.12.28	5.016	5	4	7	13.992	14	7	18
EPI358781_A_Fujian_411_2002	CY002263_A_New_York_383_2004	2004.12.29	3.014	3	2	5	11.997	12	5	16
EPI358781_A_Fujian_411_2002	CY002447_A_New_York_365_2004	2004.12.16	5.016	5	4	7	14.359	14	7	20
EPI358781_A_Fujian_411_2002	CY002463_A_New_York_373_2005	2005.2.22	3.018	3	2	5	11.985	12	5	16
EPI358781_A_Fujian_411_2002	CY002599_A_New_York_377_2004	2004.12.20	7.015	7	6	9	12.996	13	6	17
EPI358781_A_Fujian_411_2002	CY002719_A_New_York_319_2004	2004.11.8	4.016	4	3	6	12.989	13	6	17
EPI358781_A_Fujian_411_2002	CY002791_A_New_York_232_2004	2004.12.9	4.019	4	3	6	13.982	14	7	18
EPI358781_A_Fujian_411_2002	CY003079_A_New_York_123_2004	2004.12.16	4.021	4	3	6	13.982	14	7	18
EPI358781_A_Fujian_411_2002	CY003647_A_New_York_463_2005	2005.2.9	4.015	4	3	6	12.986	13	6	17
EPI358781_A_Fujian_411_2002	CY003671_A_New_York_471_2004	2004.11.8	6.02	6	5	10	11.994	12	5	16
EPI358781_A_Fujian_411_2002	CY006091_A_New_York_465_2005	2005.3.8	4.022	4	3	6	12.991	13	6	17
EPI358781_A_Fujian_411_2002	CY019156_A_New_York_900_2004	2004.12.22	4.015	4	3	6	13.98	14	7	18
EPI358781_A_Fujian_411_2002	CY019164_A_New_York_900_2004	2004.12.22	4.015	4	3	6	13.98	14	7	18
EPI358781_A_Fujian_411_2002	CY019180_A_New_York_905_2004	2004.12.27	4.021	4	3	6	12.982	13	6	17
EPI358781_A_Fujian_411_2002	CY019260_A_New_York_908_2004	2004.12.27	4.022	4	3	6	12.989	13	6	17
EPI358781_A_Fujian_411_2002	CY019300_A_New_York_913_2005	2005.1.10	4.022	4	3	6	12.993	13	6	17
EPI358781_A_Fujian_411_2002	CY019308_A_New_York_918_2005	2005.1.10	4.021	4	3	6	13.987	14	7	18
EPI358781_A_Fujian_411_2002	CY019324_A_New_York_918_2005	2005.1.10	4.021	4	3	6	13.987	14	7	18
EPI358781_A_Fujian_411_2002	CY020540_A_New_York_913_2005	2005.1.10	4.022	4	3	6	12.989	13	6	17
EPI358781_A_Fujian_411_2002	CY038686_A_Hong_Kong_HKU42_2005	2005.1.6	2.894	3	2	5	6.878	7	6	15
EPI358781_A_Fujian_411_2002	CY038702_A_Hong_Kong_HKU62_2005	2005.5.13	1.891	2	1	4	5.864	6	5	14
EPI358781_A_Fujian_411_2002	CY038710_A_Hong_Kong_HKU65_2005	2005.5.17	1.893	2	1	4	3.869	4	3	12
EPI358781_A_Fujian_411_2002	CY038718_A_Hong_Kong_HKU67_2005	2005.5.23	1.895	2	1	4	4.863	5	4	13
EPI358781_A_Fujian_411_2002	CY038734_A_Hong_Kong_HKU69_2005	2005.5.27	1.891	2	1	4	3.866	4	3	12
EPI358781_A_Fujian_411_2002	CY038742_A_Hong_Kong_HKU70_2005	2005.5.30	1.891	2	1	4	3.866	4	3	12
EPI358781_A_Fujian_411_2002	CY038758_A_Hong_Kong_HKU79_2005	2005.7.16	1.893	2	1	4	5.869	6	5	14
EPI358781_A_Fujian_411_2002	CY039054_A_Hong_Kong_HKU40_2004	2004.11.23	1.891	2	1	4	3.862	4	3	12
EPI358781_A_Fujian_411_2002	CY039062_A_Hong_Kong_HKU45_2005	2005.3.7	3.018	3	2	5	11.981	12	5	16
EPI358781_A_Fujian_411_2002	CY039070_A_Hong_Kong_HKU47_2005	2005.3.19	1.893	2	1	4	3.867	4	3	12
EPI358781_A_Fujian_411_2002	CY039214_A_Hong_Kong_HKU58_2005	2005.5.5	1.893	2	1	4	4.863	5	4	13
EPI358781_A_Fujian_411_2002	CY039230_A_Hong_Kong_HKU61_2005	2005.5.11	1.893	2	1	4	3.869	4	3	12
EPI358781_A_Fujian_411_2002	CY039238_A_Hong_Kong_HKU63_2005	2005.5.14	2.893	3	2	5	4.871	5	4	13
EPI358781_A_Fujian_411_2002	CY040329_A_Hong_Kong_HKU52_2005	2005.4.16	1.893	2	1	4	3.863	4	3	12
EPI358781_A_Fujian_411_2002	CY040345_A_Hong_Kong_HKU75_2005	2005.6.17	1.893	2	1	4	3.865	4	3	12
EPI358781_A_Fujian_411_2002	CY040353_A_Hong_Kong_HKU76_2005	2005.6.21	2.893	3	2	5	3.867	4	3	12
EPI358781_A_Fujian_411_2002	CY040361_A_Hong_Kong_HKU77_2005	2005.6.29	1.891	2	1	4	3.864	4	3	12
EPI358781_A_Fujian_411_2002	CY043767_A_Hong_Kong_HKU72_2005	2005.6.1	1.893	2	1	4	5.876	6	5	14
EPI358781_A_Fujian_411_2002	CY043775_A_Hong_Kong_HKU78_2005	2005.7.9	1.893	2	1	4	3.867	4	3	12
EPI358781_A_Fujian_411_2002	CY044404_A_Hong_Kong_HKU73_2005	2005.6.2	1.893	2	1	4	3.865	4	3	12
EPI358781_A_Fujian_411_2002	CY090996_A_South_Carolina_NHRC0001_2005	2005.2.11	4.02	4	3	6	12.003	12	5	16
EPI358781_A_Fujian_411_2002	CY091012_A_Illinois_NHRC0001_2005	2005.4.6	4.02	4	3	6	11.001	11	4	15
EPI358781_A_Fujian_411_2002	CY091140_A_Texas_NHRC0001_2005	2005.2.16	5.016	5	4	7	15.167	15	8	21
EPI358781_A_Fujian_411_2002	CY091316_A_Hong_Kong_NHRC0001_2005	2005.6.15	1.893	2	1	4	4.865	5	4	13
EPI358781_A_Fujian_411_2002	CY091436_A_California_NHRC0002_2005	2005.2.7	3.015	3	2	5	11.998	12	5	16
EPI358781_A_Fujian_411_2002	CY100575_A_Mexico_InDRE2246_2005	2005.9.11	1.893	2	1	4	3.865	4	3	12
EPI358781_A_Fujian_411_2002	CY112996_A_Netherlands_132_2004	2004.12.4	3.013	3	2	5	10.988	11	4	15
EPI358781_A_Fujian_411_2002	EPI502253_A_Wisconsin_67_2005	2005.1.1	1.893	2	1	4	3.867	4	3	12
EPI358781_A_Fujian_411_2002	KJ855424_A_Mexico_QUE2270_2005	2005.8.11	2.893	3	2	5	3.865	4	3	12
EPI358781_A_Fujian_411_2002	KJ855472_A_Mexico_TLA2227_2005	2005.9.11	1.891	2	1	4	4.864	5	4	13
EPI367109_A_California_7_2004	CY019866_A_New_York_938_2006	2006.3.2	4.018	4	3	6	12.05	12	5	16
EPI367109_A_California_7_2004	CY020372_A_New_York_938_2006	2006.3.2	4.018	4	3	6	12.058	12	5	16
EPI367109_A_California_7_2004	CY091036_A_Illinois_NHRC0002_2005	2005.12.23	4.018	4	3	6	14.054	14	7	18
EPI367109_A_California_7_2004	CY091532_A_California_NHRC0006_2005	2005.12.2	5.052	5	5	7	2.167	2	2	13
EPI367109_A_California_7_2004	CY113004_A_Netherlands_548_2005	2005.12.26	5.018	5	4	7	12.05	12	5	16
EPI367109_A_California_7_2004	CY172198_A_New_York_1001_2005	2005.11.10	5.018	5	4	7	14.054	14	7	18
EPI367109_A_California_7_2004	CY172390_A_New_York_1028_2006	2006.2.20	4.018	4	3	6	14.068	14	7	18
EPI502253_A_Wisconsin_67_2005	CY025428_A_California_UR06_0347_2007	2007.2.19	0	0	0	0	0.095	0	0	3
EPI502253_A_Wisconsin_67_2005	CY027570_A_Texas_UR06_0358_2007	2007.2.20	0.001	0	0	1	1.094	1	1	4
EPI502253_A_Wisconsin_67_2005	CY037310_A_Qatar_AF02_2008	2008.1.29	1.004	1	1	3	2.102	2	2	5
EPI502253_A_Wisconsin_67_2005	CY037326_A_Korea_AF05_2008	2008.2.19	1.006	1	1	5	4.099	4	4	8
EPI502253_A_Wisconsin_67_2005	CY039406_A_Taiwan_70002_2007	2007.1.2	0.003	0	0	2	5.124	5	5	8
EPI502253_A_Wisconsin_67_2005	CY039414_A_Taiwan_70113_2007	2007.1.15	0.002	0	0	2	2.113	2	2	4
EPI502253_A_Wisconsin_67_2005	CY040057_A_Taiwan_70307_2007	2007.2.3	0.006	0	0	2	5.09	5	5	7
EPI502253_A_Wisconsin_67_2005	CY040073_A_Taiwan_2361_2007	2007.11.12	1.004	1	1	3	2.089	2	2	5
EPI502253_A_Wisconsin_67_2005	CY040105_A_Taiwan_70120_2008	2008.1.15	0.008	0	0	2	3.134	3	3	6
EPI502253_A_Wisconsin_67_2005	CY044603_A_Boston_40_2008	2008.2.15	0.008	0	0	4	3.104	3	3	7
EPI502253_A_Wisconsin_67_2005	CY044827_A_Boston_88_2008	2008.4.16	1.004	1	1	3	3.109	3	3	6
EPI502253_A_Wisconsin_67_2005	CY113020_A_Netherlands_377_2008	2008.9.27	1.006	1	1	3	4.146	4	4	7
EPI502253_A_Wisconsin_67_2005	CY114404_A_Netherlands_363_2006	2006.12.24	7.025	7	6	9	17.581	17	10	24
EPI502253_A_Wisconsin_67_2005	CY114412_A_Netherlands_69_2007	2007.2.19	0.003	0	0	2	2.098	2	2	5
EPI502253_A_Wisconsin_67_2005	CY114420_A_Netherlands_348_2007	2007.11.6	0	0	0	0	2.09	2	2	5
EPI502253_A_Wisconsin_67_2005	CY173286_A_New_York_1155_2008	2008.3.27	1.004	1	1	3	3.109	3	3	6
EPI502253_A_Wisconsin_67_2005	EPI577980_A_Brisbane_10_2007	2007.2.6	0.004	0	0	4	2.093	2	2	7
EPI577980_A_Brisbane_10_2007	CY050611_A_New_York_3018_2009	2009.4.27	2.008	2	2	6	6.419	6	6	11
EPI577980_A_Brisbane_10_2007	CY050731_A_New_York_3143_2009	2009.4.30	1.008	1	1	5	7.099	7	7	12
EPI577980_A_Brisbane_10_2007	CY050795_A_New_York_3491_2009	2009.5.11	1.008	1	1	5	7.101	7	7	12
EPI577980_A_Brisbane_10_2007	CY050827_A_New_York_3738_2009	2009.5.20	1.008	1	1	5	9.101	9	9	14
EPI577980_A_Brisbane_10_2007	CY064830_A_California_VRDL138_2009	2009.4.29	3.008	3	3	7	5.145	5	5	14
EPI577980_A_Brisbane_10_2007	CY067976_A_California_VRDL339_2009	2009.5.4	1.008	1	1	5	10.179	10	10	15
EPI577980_A_Brisbane_10_2007	CY068104_A_California_VRDL368_2009	2009.4.27	2.008	2	2	6	6.103	6	6	11
EPI577980_A_Brisbane_10_2007	CY068208_A_California_VRDL170_2009	2009.4.28	3.008	3	3	7	7.143	7	7	12
EPI577980_A_Brisbane_10_2007	CY068232_A_California_VRDL188_2009	2009.4.29	1.008	1	1	5	6.103	6	6	11
EPI577980_A_Brisbane_10_2007	CY068296_A_California_VRDL247_2009	2009.4.29	1.008	1	1	5	6.113	6	6	11
EPI577980_A_Brisbane_10_2007	CY068336_A_California_VRDL260_2009	2009.5.1	1.008	1	1	5	10.175	10	10	15
EPI577980_A_Brisbane_10_2007	CY068360_A_California_VRDL263_2009	2009.4.30	1.004	1	1	3	10.17	10	10	14
EPI577980_A_Brisbane_10_2007	CY068416_A_California_VRDL277_2009	2009.4.30	1.004	1	1	3	7.096	7	7	9
EPI577980_A_Brisbane_10_2007	CY068480_A_California_VRDL309_2009	2009.5.2	1.008	1	1	5	6.147	6	6	15
EPI577980_A_Brisbane_10_2007	CY068640_A_California_VRDL394_2009	2009.4.28	1.008	1	1	5	7.101	7	7	12
EPI577980_A_Brisbane_10_2007	CY068781_A_California_VRDL205_2009	2009.4.29	1.008	1	1	5	6.104	6	6	11
EPI577980_A_Brisbane_10_2007	CY069322_A_Korea_WRAIR1038P_2009	2009.4.9	1.004	1	1	3	8.096	8	8	10
EPI577980_A_Brisbane_10_2007	CY069426_A_Japan_WRAIR1140P_2009	2009.2.9	1.006	1	1	3	6.142	6	6	9
EPI577980_A_Brisbane_10_2007	CY072221_A_New_York_20343_2010	2010.6.16	2.008	2	2	6	6.204	6	6	11
EPI577980_A_Brisbane_10_2007	CY077432_A_California_VRDL356_2009	2009.6.2	2.008	2	2	6	8.099	8	8	13
EPI577980_A_Brisbane_10_2007	CY084416_A_New_York_3918_2009	2009.6.5	1.008	1	1	5	7.101	7	7	12
EPI577980_A_Brisbane_10_2007	CY089740_A_Boston_40_2009	2009.2.27	1.006	1	1	3	5.102	5	5	7
EPI577980_A_Brisbane_10_2007	CY089756_A_Boston_75_2009	2009.1.16	1.008	1	1	5	5.147	5	5	14
EPI577980_A_Brisbane_10_2007	CY093237_A_South_Korea_WRAIR1171P_2009	2009.1.1	2.008	2	2	6	6.097	6	6	11
EPI577980_A_Brisbane_10_2007	CY093316_A_Kyrgyzstan_WRAIR1256P_2008	2008.12.1	3.01	3	3	7	7.095	7	7	12
EPI577980_A_Brisbane_10_2007	CY093348_A_Kuwait_WRAIR1561P_2009	2009.1.1	1.01	1	1	5	5.1	5	5	10
EPI577980_A_Brisbane_10_2007	CY106599_A_Hong_Kong_H090_671_V10_2009	2009.7.6	1.014	1	1	5	6.15	6	6	11
EPI577980_A_Brisbane_10_2007	CY106647_A_Hong_Kong_H090_689_V22_2009	2009.7.12	1.008	1	1	5	7.099	7	7	12
EPI577980_A_Brisbane_10_2007	CY106655_A_Hong_Kong_H090_692_V10_2009	2009.7.10	1.008	1	1	5	7.103	7	7	12
EPI577980_A_Brisbane_10_2007	CY106703_A_Hong_Kong_H090_714_V10_2009	2009.7.15	1.008	1	1	5	7.103	7	7	12
EPI577980_A_Brisbane_10_2007	CY106735_A_Hong_Kong_H090_720_V31_2009	2009.7.24	1.01	1	1	3	6.147	6	6	9
EPI577980_A_Brisbane_10_2007	CY106743_A_Hong_Kong_H090_724_V10_2009	2009.7.20	2.512	3	2	4	7.585	8	7	10
EPI577980_A_Brisbane_10_2007	CY106751_A_Hong_Kong_H090_724_V20_2009	2009.7.22	2.52	3	2	6	7.588	8	7	12
EPI577980_A_Brisbane_10_2007	CY106791_A_Hong_Kong_H090_733_V10_2009	2009.7.22	2.008	2	2	6	7.101	7	7	12
EPI577980_A_Brisbane_10_2007	CY106847_A_Hong_Kong_H090_739_V22_2009	2009.7.27	1.004	1	1	3	7.096	7	7	9
EPI577980_A_Brisbane_10_2007	CY106863_A_Hong_Kong_H090_739_V33_2009	2009.7.29	1.004	1	1	3	7.1	7	7	9
EPI577980_A_Brisbane_10_2007	CY106871_A_Hong_Kong_H090_741_V10_2009	2009.7.24	1.008	1	1	5	7.1	7	7	12
EPI577980_A_Brisbane_10_2007	CY106879_A_Hong_Kong_H090_747_V10_2009	2009.7.28	1.004	1	1	3	7.098	7	7	9
EPI577980_A_Brisbane_10_2007	CY113028_A_Netherlands_69_2009	2009.1.12	1.008	1	1	5	6.145	6	6	15
EPI577980_A_Brisbane_10_2007	CY113044_A_Netherlands_761_2009	2009.6.25	2.01	2	2	6	6.145	6	6	15
EPI577980_A_Brisbane_10_2007	CY115527_A_Hong_Kong_H090_689_V20_2009	2009.7.12	1.008	1	1	5	7.101	7	7	12
EPI577980_A_Brisbane_10_2007	CY115647_A_Hong_Kong_H090_726_V10_2009	2009.7.20	1.008	1	1	5	7.101	7	7	12
EPI577980_A_Brisbane_10_2007	CY115687_A_Hong_Kong_H090_734_V32_2009	2009.7.27	1.008	1	1	5	7.099	7	7	12
EPI577980_A_Brisbane_10_2007	CY115727_A_Hong_Kong_H090_739_V23_2009	2009.7.27	1.008	1	1	5	7.103	7	7	12
EPI577980_A_Brisbane_10_2007	CY115735_A_Hong_Kong_H090_739_V33_2009	2009.7.29	1.004	1	1	3	7.096	7	7	9
EPI577980_A_Brisbane_10_2007	CY147666_A_Mexico_24013_2008	2008.12.1	0.006	0	0	4	3.083	3	3	8
EPI577980_A_Brisbane_10_2007	EPI577969_A_Perth_16_2009	2009.4.7	1.008	1	1	5	8.101	8	8	13
EPI577980_A_Brisbane_10_2007	HQ664917_A_Nanjing_1655_2010	2010.9.10	1.012	1	1	5	11.163	11	11	16
EPI577980_A_Brisbane_10_2007	HQ664922_A_Nanjing_1654_2010	2010.9.10	3.012	3	3	7	9.458	9	9	14
EPI577980_A_Brisbane_10_2007	HQ664929_A_Nanjing_1663_2010	2010.9.10	5.012	5	5	9	10.171	10	10	15
EPI577980_A_Brisbane_10_2007	KY049985_A_Qinghai_178_2010	2010.3.15	1.012	1	1	5	10.162	10	10	15
EPI577969_A_Perth_16_2009	CY091580_A_Illinois_NHRC0002_2011	2011.1.19	0.75	1	0	3	8.801	9	8	14
EPI577969_A_Perth_16_2009	CY091588_A_California_NHRC0001_2011	2011.1.14	0.753	1	0	6	8.802	9	8	17
EPI577969_A_Perth_16_2009	CY092272_A_California_NHRC0003_2011	2011.1.28	0.746	1	0	3	8.787	9	8	13
EPI577969_A_Perth_16_2009	CY092288_A_California_NHRC0002_2011	2011.1.16	0.747	1	0	3	8.794	9	8	13
EPI577969_A_Perth_16_2009	CY093221_A_District_of_Columbia_WRAIR0300_2010	2010.11.17	0.75	1	0	6	13.761	14	11	24
EPI577969_A_Perth_16_2009	CY093540_A_Mexico_City_WRAIR3579T_2010	2010.12.9	0.744	1	0	3	8.781	9	8	13
EPI577969_A_Perth_16_2009	CY111165_A_Boston_DOA05_2011	2011.1.11	1.749	2	1	4	8.797	9	8	14
EPI577969_A_Perth_16_2009	CY111309_A_Boston_DOA48_2011	2011.2.16	1.734	2	1	4	9.848	10	9	16
EPI577969_A_Perth_16_2009	CY111317_A_Boston_DOA51_2011	2011.2.18	1.732	2	1	4	8.844	9	8	13
EPI577969_A_Perth_16_2009	CY111421_A_Boston_DOA78_2011	2011.3.14	1.751	2	1	7	8.796	9	8	21
EPI577969_A_Perth_16_2009	CY114428_A_Netherlands_063_2011	2011.1.5	1.746	2	1	4	11.806	12	11	17
EPI577969_A_Perth_16_2009	CY114516_A_Netherlands_034_2010	2010.12.23	2.579	3	2	5	8.726	9	8	15
EPI577969_A_Perth_16_2009	CY134520_A_Boston_DOA38_2011	2011.2.12	0.75	1	0	6	9.802	10	9	22
EPI577969_A_Perth_16_2009	CY134568_A_Boston_DOA47_2011	2011.2.14	0.746	1	0	3	9.793	10	9	15
EPI577969_A_Perth_16_2009	CY167515_A_Tennessee_F2018A_2011	2011.1.24	1.749	2	1	7	8.788	9	8	17
EPI577969_A_Perth_16_2009	CY167571_A_Tennessee_F2031A_2011	2011.2.7	2.745	3	2	5	8.783	9	8	13
EPI577969_A_Perth_16_2009	EPI417234_A_Victoria_361_2011	2011.10.24	0.586	1	0	6	8.735	9	8	17
EPI577969_A_Perth_16_2009	EPI556813_A_Texas_50_2012	2012.4.15	0.579	1	0	3	10.731	11	10	15
EPI577969_A_Perth_16_2009	KC882441_A_Iowa_19_2010	2010.12.30	0.744	1	0	3	8.783	9	8	13
EPI577969_A_Perth_16_2009	KC882476_A_Texas_24_2010	2010.12.31	0.744	1	0	3	9.782	10	9	14
EPI577969_A_Perth_16_2009	KC882565_A_New_Jersey_01_2011	2011.1.11	1.74	2	1	7	9.858	10	9	20
EPI577969_A_Perth_16_2009	KC882641_A_Texas_06_2011	2011.2.5	2.752	3	2	8	9.808	10	9	22
EPI577969_A_Perth_16_2009	KC892843_A_Nevada_12_2012	2012.3.30	1.747	2	1	4	14.84	15	14	19
EPI577969_A_Perth_16_2009	KR137644_A_Bethesda_NIH12_2011	2011.2.15	1.587	2	1	7	9.724	10	9	18
EPI577969_A_Perth_16_2009	KT888257_A_Moscow_1514A00504942N_2012	2012.1.19	0.581	1	0	3	8.72	9	8	15
EPI577969_A_Perth_16_2009	KT888258_A_Moscow_1514A00504950T_2012	2012.1.11	0.579	1	0	3	6.951	7	6	11
EPI577969_A_Perth_16_2009	KT888259_A_Moscow_1514A00505149T_2012	2012.4.12	1.586	2	1	7	9.732	10	9	18
EPI577969_A_Perth_16_2009	KT888260_A_Moscow_1514A00505153N_2012	2012.3.23	1.579	2	1	4	9.724	10	9	16
EPI577969_A_Perth_16_2009	KT888261_A_Moscow_1514A00505162N_2012	2012.4.13	1.581	2	1	5	9.724	10	9	15
EPI577969_A_Perth_16_2009	KT888262_A_Mexico_City_1514A00904139N_CP2_2010	2010.12.29	0.744	1	0	3	9.781	10	9	14
EPI577969_A_Perth_16_2009	KT888267_A_Amman_1514A01004462T_2012	2012.1.11	2.579	3	2	5	9.735	10	9	14
EPI577969_A_Perth_16_2009	KT888268_A_Amman_1514A01004465T_2011	2011.12.5	2.579	3	2	5	9.731	10	9	14
EPI577969_A_Perth_16_2009	KT888275_A_Hong_Kong_1514A01704826T_2011	2011.11.15	0.58	1	0	3	8.73	9	8	13
EPI577969_A_Perth_16_2009	KT888279_A_Prague_1514A06404885N_2012	2012.4.12	0.585	1	0	6	8.734	9	8	17
EPI577969_A_Perth_16_2009	KT888281_A_Sarajevo_1514A06604486N_2012	2012.1.11	0.752	1	0	6	10.814	11	10	23
EPI577969_A_Perth_16_2009	KT888283_A_Budapest_1514A07804502N_2011	2011.12.12	0.58	1	0	3	5.951	6	5	12
EPI577969_A_Perth_16_2009	KT888944_A_Yokosuka_SE680_2012	2012.1.24	0.58	1	0	3	7.949	8	7	12
EPI577969_A_Perth_16_2009	KT888945_A_Yokosuka_SE863_2012	2012.2.3	0.585	1	0	6	5.969	6	5	20
EPI577969_A_Perth_16_2009	KT889082_A_Japan_17_2012	2012.1.31	0.579	1	0	3	6.946	7	6	11
EPI577969_A_Perth_16_2009	KT889083_A_Korea_18_2012	2012.1.24	1.583	2	1	4	9.729	10	9	14
EPI577969_A_Perth_16_2009	KT889087_A_Japan_22_2011	2011.12.20	2.747	3	2	5	11.803	12	11	16
EPI577969_A_Perth_16_2009	KT889091_A_Japan_26_2012	2012.3.5	1.579	2	1	4	9.078	9	8	15
EPI577969_A_Perth_16_2009	KT889099_A_Korea_37_2012	2012.1.19	0.579	1	0	3	8.731	9	8	13
EPI577969_A_Perth_16_2009	KT889102_A_Kyrgyzstan_40_2012	2012.1.12	0.579	1	0	3	10.731	11	10	15
EPI577969_A_Perth_16_2009	KT889103_A_Kyrgyzstan_41_2012	2012.1.12	0.579	1	0	3	10.731	11	10	15
EPI577969_A_Perth_16_2009	KT889104_A_Japan_42_2012	2012.1.31	0.579	1	0	3	6.946	7	6	11
EPI577969_A_Perth_16_2009	KT889105_A_Japan_43_2012	2012.2.5	0.579	1	0	3	6.946	7	6	11
EPI577969_A_Perth_16_2009	KT889107_A_Korea_45_2012	2012.1.13	1.582	2	1	5	6.947	7	6	11
EPI577969_A_Perth_16_2009	KT889108_A_Korea_47_2012	2012.1.20	1.582	2	1	4	8.73	9	8	13
EPI577969_A_Perth_16_2009	MK640845_A_China_38887_2012	2012.8.29	0.58	1	0	3	9.728	10	9	14
EPI577969_A_Perth_16_2009	MK640846_A_China_38888_2012	2012.8.29	0.586	1	0	6	9.741	10	9	18
EPI577969_A_Perth_16_2009	MK640847_A_China_39207_2012	2012.9.26	0.578	1	0	3	9.726	10	9	14
EPI577969_A_Perth_16_2009	MK729833_A_New_York_WC_LVD_10_001_2010	2010.11.4	0.739	1	0	3	6.796	7	6	11
EPI577969_A_Perth_16_2009	MK729873_A_New_York_WC_LVD_10_006_2010	2010.12.16	1.013	1	1	3	5.44	5	5	15
EPI417234_A_Victoria_361_2011	CY134779_A_Texas_JMM_8_2012	2012.11.20	1.279	1	1	7	12.837	12	12	23
EPI417234_A_Victoria_361_2011	CY135131_A_Texas_JMM_54_2012	2012.12.6	0.012	0	0	6	0.432	0	0	17
EPI417234_A_Victoria_361_2011	CY148427_A_Boston_DOA2_112_2012	2012.12.4	1.01	1	1	7	1.432	1	1	18
EPI417234_A_Victoria_361_2011	CY148547_A_Boston_DOA2_128_2012	2012.12.18	0.002	0	0	2	1.412	1	1	9
EPI417234_A_Victoria_361_2011	CY148707_A_Boston_DOA2_149_2013	2013.1.9	0.01	0	0	6	1.46	1	1	18
EPI417234_A_Victoria_361_2011	CY148787_A_Boston_DOA2_161_2013	2013.1.2	0.01	0	0	6	2.449	2	2	19
EPI417234_A_Victoria_361_2011	CY148923_A_Boston_DOA2_180_2013	2013.1.13	1.008	1	1	7	1.454	1	1	18
