StrainName,vaccine_code,Year,Month,Day,Dom,Dom_prob,PB2_Nonsyn,PB1_Nonsyn,PA_Nonsyn,HA_Nonsyn,NP_Nonsyn,NA_Nonsyn,M_Nonsyn,NS_Nonsyn,PB2_Syn,PB1_Syn,PA_Syn,HA_Syn,NP_Syn,NA_Syn,M_Syn,NS_Syn
KJ855472_A_Mexico_TLA2227_2005,Fuj02,2005,9,11,1,0.569099667,2.008898776,3.142,10.003,20.21674694,1.496,13.54,1.891,6.021,27.26028921,18.087,8.116,21.45905891,16.732,19.345,4.864,4.956
CY172198_A_New_York_1001_2005,Cal04,2005,11,10,0,0.202667655,4.011123471,1.144,12.009,6.800666914,10.568,2.606,5.018,1,29.37708565,26.102,25.29,10.75287143,30.547,9.622,14.054,3.309
CY091532_A_California_NHRC0006_2005,Cal04,2005,12,2,0,0,0.006674082,0.008,4.012,8.63023342,2.082,3.017,5.052,2.002,11.03337041,9.036,6.081,6.626528344,9.481,8.89,2.167,1.01
CY091036_A_Illinois_NHRC0002_2005,Cal04,2005,12,23,0,0.158947758,4.011123471,1.146,10.009,6.799184883,11.568,1.602,4.018,1.002,31.36818687,26.117,26.257,8.751018896,31.551,10.615,14.054,3.314
CY113004_A_Netherlands_548_2005,Cal04,2005,12,26,0,0.181548722,2.006674082,1.144,11.013,6.801037421,9.568,3.604,5.018,1.004,14.04004449,23.104,29.275,10.7510189,31.549,9.877,12.05,1.013
CY172390_A_New_York_1028_2006,Cal04,2006,2,20,0,0.147091515,2.011123471,1.008,3.012,8.805113005,1.624,6.754,4.018,0,11.12791991,2.042,5.065,14.77954798,6.219,13.354,14.068,1.01
CY019866_A_New_York_938_2006,Cal04,2006,3,2,0,0,0.006674082,2.144,10.011,8.802889959,9.566,4.61,4.018,1.006,17.04671858,24.128,28.281,9.763986662,31.575,9.621,12.05,1.02
CY020372_A_New_York_938_2006,Cal04,2006,3,2,0,0,0.006674082,2.144,10.011,8.803260467,9.566,4.61,4.018,1.004,17.04671858,24.128,28.281,9.763986662,31.573,9.619,12.058,1.015
CY114404_A_Netherlands_363_2006,Wis05,2006,12,24,1,0.839940719,4.004449388,5.162,2.006,13.13375324,7.608,7.56,7.025,4.024,15.14571746,38.736,15.109,7.363097443,41.918,8.768,17.581,4.06
CY039406_A_Taiwan_70002_2007,Wis05,2007,1,2,0,0,0.004449388,3.006,2.01,10.50203779,1.007,7.332,0.003,2,12.06451613,10.108,8.046,6.170433494,10.401,4.059,5.124,2.311
CY039414_A_Taiwan_70113_2007,Wis05,2007,1,15,0,0,2.011123471,3.008,1.008,6.524268247,2.006,6.331,0.002,0.018,14.08342603,14.143,9.048,8.172286032,9.388,3.065,2.113,1.026
CY040057_A_Taiwan_70307_2007,Wis05,2007,2,3,0,0,1.008898776,3.01,1.008,7.503519822,1.008,7.339,0.006,1.018,13.06674082,10.125,11.049,7.165246388,8.403,3.076,5.09,2.032
EPI577980_A_Brisbane_10_2007,Wis05,2007,2,6,0,0.267506484,3.006674082,4.026,2.01,10.5657651,7.58,9.593,0.004,1.008,22.19688543,17.179,14.572,10.35383475,35.804,7.803,2.093,4.031
CY025428_A_California_UR06_0347_2007,Wis05,2007,2,19,1,0.681363468,3.006674082,3.018,1.016,10.56724713,8.574,8.593,0,1.008,20.19466073,15.201,18.101,11.33605039,36.807,6.792,0.095,3.031
CY114412_A_Netherlands_69_2007,Wis05,2007,2,19,0,0.102260096,4.006674082,3.014,1.01,10.58095591,7.576,10.589,0.003,2.008,23.17130145,19.113,21.069,16.33382734,38.75,10.825,2.098,5.034
CY027570_A_Texas_UR06_0358_2007,Wis05,2007,2,20,1,0.684327529,3.006674082,3.018,2.014,9.564283068,7.574,10.587,0.001,1.008,20.19466073,12.203,16.572,10.33605039,34.794,6.796,1.094,3.031
CY114420_A_Netherlands_348_2007,Wis05,2007,11,6,0,0.264912931,3.006674082,3.02,2.01,8.567988144,7.574,9.595,0,1.008,21.20133482,16.179,15.084,11.34716562,34.798,11.802,2.09,5.031
CY040073_A_Taiwan_2361_2007,Wis05,2007,11,12,0,0.344572064,4.006674082,3.022,2.01,10.56835865,9.578,9.589,1.004,2.008,25.21357063,15.805,20.099,14.36828455,39.768,6.8,2.089,6.035
CY040105_A_Taiwan_70120_2008,Wis05,2008,1,15,0,0.223045572,5.008898776,4.052,2.016,9.568729159,7.572,8.599,0.008,1.01,25.21134594,17.115,20.096,13.34494257,34.832,9.8,3.134,4.035
CY037310_A_Qatar_AF02_2008,Wis05,2008,1,29,1,1,4.008898776,5.02,5.01,11.57021119,7.574,11.589,1.004,3.014,25.243604,22.238,19.592,14.37495369,37.815,9.812,2.102,5.031
CY044603_A_Boston_40_2008,Wis05,2008,2,15,0,0,3.006674082,3.022,1.012,13.56909967,7.576,10.665,0.008,1.014,22.19577308,20.113,26.092,17.4683216,39.831,9.821,3.104,3.031
CY037326_A_Korea_AF05_2008,Wis05,2008,2,19,0,0,3.006674082,4.022,2.01,13.56984068,7.576,10.665,1.006,1.008,23.18464961,18.135,26.086,19.39347907,39.835,7.826,4.099,3.037
CY173286_A_New_York_1155_2008,Wis05,2008,3,27,1,0.995183401,5.006674082,5.01,2.014,11.56947017,7.572,10.569,1.004,3.008,23.18798665,18.133,16.695,15.33567988,38.807,7.798,3.109,3.039
CY044827_A_Boston_88_2008,Wis05,2008,4,16,1,0.881067062,4.006674082,5.01,2.012,11.56909967,7.572,11.515,1.004,1.008,25.52614016,19.137,17.691,14.36161541,36.8,7.813,3.109,4.031
CY113020_A_Netherlands_377_2008,Wis05,2008,9,27,1,0.867728788,5.013348165,6.012,2.312,13.5709522,8.572,10.514,1.006,4.014,25.25472747,20.143,22.431,16.3705076,41.824,7.796,4.146,6.045
CY093316_A_Kyrgyzstan_WRAIR1256P_2008,Bris07,2008,12,1,1,0.741385698,3.008898776,4.019,3.002,7.146721008,1.218,5.324,3.01,0.274,17.06451613,16.103,6.645,12.99258985,6.32,8.874,7.095,1.827
CY147666_A_Mexico_24013_2008,Bris07,2008,12,1,0,0,2.002224694,1.006,3.004,8.14486847,1.235,5.626,0.006,0.277,9.113459399,8.038,3.058,12.02667655,9.385,4.326,3.083,1.843
CY093237_A_South_Korea_WRAIR1171P_2009,Bris07,2009,1,1,0,0.000370508,2.002224694,4.024,3.002,8.149314561,2.219,7.349,2.008,0.285,17.0945495,16.204,4.686,15.01704335,8.518,7.917,6.097,1.863
CY093348_A_Kuwait_WRAIR1561P_2009,Bris07,2009,1,1,1,0.908114116,1.002224694,4.008,5.002,5.147462023,0.215,6.348,1.01,0.284,12.06229143,13.1,6.675,13,5.338,7.997,5.1,2.862
CY113028_A_Netherlands_69_2009,Bris07,2009,1,12,0,0,3.016685206,4.014,2.002,6.150055576,1.218,9.362,1.008,2.276,18.11012236,13.108,10.479,12.02074843,6.325,5.887,6.145,2.835
CY089756_A_Boston_75_2009,Bris07,2009,1,16,0,0,3.015572859,5.01,3.004,5.148944053,1.218,8.37,1.008,2.275,19.11123471,13.084,13.502,12.02000741,7.325,6.889,5.147,1.838
CY069426_A_Japan_WRAIR1140P_2009,Bris07,2009,2,9,0,0,1.004449388,5.016,3.011,6.151908114,0.214,5.855,1.006,1.465,12.10011123,15.132,11.599,17.99444239,8.323,8.571,6.142,4.44
CY089740_A_Boston_40_2009,Bris07,2009,2,27,0,0,2,6.008,5.014,5.148944053,0.218,8.346,1.006,0.283,10.04449388,13.094,12.695,17.00296406,6.312,3.895,5.102,2.855
EPI577969_A_Perth_16_2009,Bris07,2009,4,7,0,0.006669137,2.001112347,3.012,4.874,11.1559837,1.198,5.33,1.008,3.289,17.07675195,14.393,8.726,13.00629863,11.288,8.934,8.101,3.852
CY069322_A_Korea_WRAIR1038P_2009,Bris07,2009,4,9,0,0.007039644,1,4.008,4.004,11.15413116,1.214,6.324,1.004,2.29,14.06896552,13.393,11.711,14.00333457,9.34,9.928,8.096,3.855
CY050611_A_New_York_3018_2009,Bris07,2009,4,27,1,0.72730641,1,3.008,4.004,11.15042608,1.214,5.346,2.008,3.284,13.08453838,12.395,8.674,13.01000371,11.29,9.895,6.419,2.859
CY068104_A_California_VRDL368_2009,Bris07,2009,4,27,0,0,2.006674082,4.032,2.002,5.152649129,1.225,6.33,2.008,0.278,19.15795328,16.261,6.657,16.00666914,14.501,7.891,6.103,1.842
CY068208_A_California_VRDL170_2009,Bris07,2009,4,28,0,0,3.013348165,5.01,2.004,5.150426084,1.218,8.364,3.008,1.279,16.10678532,15.083,12.287,14.02815858,10.319,7.887,7.143,1.838
CY068640_A_California_VRDL394_2009,Bris07,2009,4,28,0,0,1,4.01,4.016,5.148944053,0.215,9.328,1.008,0.283,10.04449388,17.088,12.711,16.99851797,6.304,3.879,7.101,3.855
CY064830_A_California_VRDL138_2009,Bris07,2009,4,29,0,0,5.015572859,4.014,3.002,7.148203038,1.218,9.362,3.008,3.277,17.09121246,14.082,11.515,13.02889959,7.325,6.887,5.145,2.842
CY068232_A_California_VRDL188_2009,Bris07,2009,4,29,0,0,1,5.008,4.016,5.148944053,1.218,9.328,1.008,0.285,10.04449388,14.074,15.691,16.99851797,5.313,3.881,6.103,2.86
CY068296_A_California_VRDL247_2009,Bris07,2009,4,29,0,0,2,5.022,3.016,5.148944053,0.215,8.328,1.008,1.28,12.05784205,13.209,14.696,17.00296406,6.304,2.883,6.113,2.848
CY068781_A_California_VRDL205_2009,Bris07,2009,4,29,0,0,1,4.022,3.016,6.148944053,0.218,9.348,1.008,0.283,12.04671858,14.118,13.693,17.99851797,4.311,3.895,6.104,2.857
CY050731_A_New_York_3143_2009,Bris07,2009,4,30,0,0.042237866,1,3.022,3.004,10.15042608,1.214,6.33,1.008,4.283,12.06006674,12.522,8.665,12.00629863,11.302,9.881,7.099,2.852
CY068360_A_California_VRDL263_2009,Bris07,2009,4,30,0,0,1,3.008,3.004,11.14894405,1.214,6.332,1.004,2.286,12.09010011,13.392,9.713,13.00852167,7.331,10.925,10.17,2.857
CY068416_A_California_VRDL277_2009,Bris07,2009,4,30,0,0.03705076,3.002224694,3.008,3.004,10.14968507,1.214,5.328,1.004,2.312,13.05784205,11.407,9.681,12.00778066,10.326,11.893,7.096,3.859
CY068336_A_California_VRDL260_2009,Bris07,2009,5,1,0,0,1,3.008,3.004,11.14968507,1.214,6.33,1.008,2.286,15.17908788,13.392,9.711,16.01333827,7.331,8.927,10.175,3.857
CY068480_A_California_VRDL309_2009,Bris07,2009,5,2,0,0,3.013348165,4.014,2.006,5.150426084,1.218,8.36,1.008,3.298,19.08898776,14.082,13.486,12.01926639,6.325,5.878,6.147,4.867
CY067976_A_California_VRDL339_2009,Bris07,2009,5,4,0,0.003334568,3,3.01,3.004,11.14894405,1.214,6.348,1.008,2.286,12.0756396,13.394,8.744,14.04853649,9.331,8.943,10.179,2.857
CY050795_A_New_York_3491_2009,Bris07,2009,5,11,0,0.048536495,1,3.022,4.004,10.14968507,1.198,5.346,1.008,3.281,12.06006674,13.522,8.659,12.00629863,11.248,9.895,7.101,2.851
CY050827_A_New_York_3738_2009,Bris07,2009,5,20,0,0.143015932,1,3.008,3.006,11.1511671,2.214,5.346,1.008,3.287,12.06006674,13.395,9.701,13.00703964,12.295,9.897,9.101,3.846
CY077432_A_California_VRDL356_2009,Bris07,2009,6,2,0,0.063356799,2,5.014,3.004,10.14968507,2.214,5.346,2.008,3.286,13.06340378,13.468,9.677,12.00778066,12.319,9.897,8.099,3.859
CY084416_A_New_York_3918_2009,Bris07,2009,6,5,1,0.727676917,1,5.018,5.004,12.14968507,1.214,5.346,1.008,3.284,12.06451613,13.441,8.659,13.00703964,11.3,9.897,7.101,3.859
CY113044_A_Netherlands_761_2009,Bris07,2009,6,25,0,0,3.011123471,5.008,2.002,7.160059281,0.215,9.365,2.01,1.277,14.22246941,19.124,10.49,17.0733605,9.356,7.907,6.145,6.846
CY106599_A_Hong_Kong_H090_671_V10_2009,Bris07,2009,7,6,0,0,3.002224694,6.014,2.302,8.151908114,0.215,8.332,1.014,5.324,14.11234705,15.32,10.398,23.02667655,9.304,10.908,6.15,4
CY106655_A_Hong_Kong_H090_692_V10_2009,Bris07,2009,7,10,0,0,1,3.012,3.004,10.14968507,1.214,7.346,1.008,2.286,13.05784205,15.395,9.68,17.00926269,9.322,10.895,7.103,2.853
CY106647_A_Hong_Kong_H090_689_V22_2009,Bris07,2009,7,12,0,0,2,3.016,4.004,10.1511671,1.214,6.328,1.008,2.286,16.06451613,14.437,10.661,14.01111523,9.322,10.883,7.099,2.857
CY115527_A_Hong_Kong_H090_689_V20_2009,Bris07,2009,7,12,0,0,1,3.008,4.004,10.1511671,1.214,6.346,1.008,2.286,16.06451613,14.393,10.661,14.01111523,9.322,10.895,7.101,2.859
CY106703_A_Hong_Kong_H090_714_V10_2009,Bris07,2009,7,15,0,0,1,3.022,4.004,11.15190811,1.217,6.324,1.008,2.286,13.05784205,14.522,9.674,15.00778066,9.327,10.876,7.103,2.857
CY106743_A_Hong_Kong_H090_724_V10_2009,Bris07,2009,7,20,0,0,1.002224694,4.008,3.042,12.15227862,2.217,5.346,2.512,2.286,13.05784205,13.391,10.827,13.01111523,12.341,13.896,7.585,2.853
CY115647_A_Hong_Kong_H090_726_V10_2009,Bris07,2009,7,20,0,0,1,3.016,3.004,10.14968507,3.198,6.346,1.008,2.286,13.05784205,13.437,9.682,15.00555761,9.27,10.895,7.101,2.855
CY106751_A_Hong_Kong_H090_724_V20_2009,Bris07,2009,7,22,0,0,1,4.008,3.004,12.15227862,2.198,5.346,2.52,2.286,13.05784205,13.391,10.659,13.01111523,12.284,13.898,7.588,2.855
CY106791_A_Hong_Kong_H090_733_V10_2009,Bris07,2009,7,22,0,0,3,5.022,4.004,11.14968507,1.214,7.346,2.008,3.283,14.06229143,13.522,10.679,15.00555761,10.324,10.897,7.101,2.848
CY106735_A_Hong_Kong_H090_720_V31_2009,Bris07,2009,7,24,0,0,3.002224694,6.014,2.302,8.151908114,0.218,8.338,1.01,5.323,15.11012236,15.298,11.398,23.02667655,9.311,9.939,6.147,3.995
CY106871_A_Hong_Kong_H090_741_V10_2009,Bris07,2009,7,24,0,0,1,3.016,3.006,12.15005558,1.214,6.328,1.008,2.286,16.06451613,13.445,10.684,14.01111523,9.324,10.881,7.1,2.857
CY106847_A_Hong_Kong_H090_739_V22_2009,Bris07,2009,7,27,0,0,2,3.008,3.004,14.1511671,2.214,8.348,1.004,3.286,14.05784205,14.397,9.683,13.00852167,10.322,10.895,7.096,3.853
CY115687_A_Hong_Kong_H090_734_V32_2009,Bris07,2009,7,27,0,0,1.002224694,3.008,4.004,10.14968507,1.214,6.348,1.008,2.286,15.06562848,15.391,10.683,14.00778066,9.322,12.895,7.099,3.857
CY115727_A_Hong_Kong_H090_739_V23_2009,Bris07,2009,7,27,0,0,2,3.008,3.004,14.1511671,2.198,8.348,1.008,3.286,14.05784205,14.397,9.686,13.00926269,10.27,10.895,7.103,3.853
CY106879_A_Hong_Kong_H090_747_V10_2009,Bris07,2009,7,28,0,0,1,3.008,3.004,13.15339014,2.214,6.346,1.004,2.29,13.05784205,15.397,9.678,13.00926269,10.322,10.895,7.098,3.851
CY106863_A_Hong_Kong_H090_739_V33_2009,Bris07,2009,7,29,0,0,2,3.008,3.004,14.1511671,2.217,8.326,1.004,3.286,14.05784205,14.397,9.686,13.00852167,10.327,10.876,7.1,3.853
CY115735_A_Hong_Kong_H090_739_V33_2009,Bris07,2009,7,29,0,0,2,3.012,3.004,14.1511671,2.214,8.348,1.004,3.288,14.05784205,14.419,9.663,13.00852167,10.326,10.895,7.096,3.853
KY049985_A_Qinghai_178_2010,Bris07,2010,3,15,1,0.782882549,4.031145717,7.03,6.013,13.16154131,1.231,12.353,1.012,3.304,26.91212458,29.223,17.699,22.05631715,9.548,10.966,10.162,6.902
CY072221_A_New_York_20343_2010,Bris07,2010,6,16,1,0.83660615,3.004449388,6.908,3.304,14.15857725,0.207,8.371,2.008,4.325,15.12569522,20.293,11.436,17.03519822,7.301,10.925,6.204,3.002
HQ664917_A_Nanjing_1655_2010,Bris07,2010,9,10,0,0,6.033370412,6.042,6.007,17.16302334,2.235,11.375,1.012,3.304,27.40934372,25.411,17.725,19.05742868,10.368,10.961,11.163,6.902
HQ664922_A_Nanjing_1654_2010,Bris07,2010,9,10,1,0.990366803,6.026696329,10.03,5.009,13.17043349,3.23,15.102,3.012,4.327,24.47942158,28.236,15.719,21.14820304,11.941,11.848,9.458,7.911
HQ664929_A_Nanjing_1663_2010,Bris07,2010,9,10,0,0,6.033370412,10.04,7.009,17.16450537,1.232,10.721,5.012,3.304,28.40711902,31.356,18.687,21.05335309,10.365,9.077,10.171,6.902
MK729833_A_New_York_WC_LVD_10_001_2010,Prth09,2010,11,4,0,0.456835865,3.003337041,4.026,5.877,12.03927381,2.028,3.699,0.739,7.216,18.12680756,23.708,17.225,9.590218599,13.565,15.135,6.796,5.648
CY093221_A_District_of_Columbia_WRAIR0300_2010,Prth09,2010,11,17,0,0.400889218,4.031145717,5.02,5.878,14.05187106,4.03,5.71,0.75,6.216,20.20689655,20.773,18.237,9.615042608,14.552,12.315,13.761,3.684
CY093540_A_Mexico_City_WRAIR3579T_2010,Prth09,2010,12,9,0,0,8.027808676,3.01,3.874,14.04853649,2.028,4.688,0.744,5.15,33.29143493,25.552,17.224,17.63245647,12.534,9.139,8.781,7.457
MK729873_A_New_York_WC_LVD_10_006_2010,Prth09,2010,12,16,0,0,3.012235818,0.006,3.003,10.34234902,4.873,2.01,1.013,4.936,17.11790879,11.055,8.089,9.679140422,16.562,9.624,5.44,4.487
CY114516_A_Netherlands_034_2010,Prth09,2010,12,23,1,0.797332345,5.003337041,3.902,5.876,17.61837718,1.028,8.696,2.579,6.217,20.12903226,23.625,17.192,10.59948129,13.537,15.151,8.726,3.655
KT888262_A_Mexico_City_1514A00904139N_CP2_2010,Prth09,2010,12,29,0,0,8.028921023,2.012,3.877,14.04964802,1.025,3.704,0.744,6.15,33.24137931,24.612,16.905,19.63727306,13.528,9.152,9.781,7.458
KC882441_A_Iowa_19_2010,Prth09,2010,12,30,0,0.025935532,8.027808676,2.01,3.876,14.04668396,1.025,4.7,0.744,5.152,33.33370412,27.56,17.231,17.63134494,13.529,12.153,8.783,8.455
KC882476_A_Texas_24_2010,Prth09,2010,12,31,0,0,10.02780868,2.01,3.874,14.048907,1.028,5.677,0.744,8.154,31.33592881,27.555,19.238,17.63319748,19.557,9.135,9.782,8.465
CY114428_A_Netherlands_063_2011,Prth09,2011,1,5,0,0,4.034482759,4.026,6.013,7.885513153,2.041,7.594,1.746,6.165,32.53948832,29.01,11.112,12.54427566,16.8,15.194,11.806,10.454
CY111165_A_Boston_DOA05_2011,Prth09,2011,1,11,0,0,9.03003337,2.012,3.878,13.04668396,1.025,4.7,1.749,6.15,31.34927697,27.623,18.225,16.64171916,15.558,14.163,8.797,7.459
KC882565_A_New_Jersey_01_2011,Prth09,2011,1,11,0,0,3.005561735,3.91,5.876,14.04223787,1.027,5.715,1.74,7.217,19.13125695,23.373,19.245,10.59725824,18.612,16.153,9.858,3.652
CY091588_A_California_NHRC0001_2011,Prth09,2011,1,14,0,0,8.032258065,3.026,3.874,15.04927751,1.001,4.688,0.753,5.15,31.34927697,23.694,17.203,19.63467951,12.449,9.143,8.802,7.465
CY092288_A_California_NHRC0002_2011,Prth09,2011,1,16,0,0,8.032258065,2.012,3.874,14.04927751,1.028,3.708,0.747,5.15,32.35595106,25.619,17.226,18.63542053,13.54,10.167,8.794,7.461
CY091580_A_Illinois_NHRC0002_2011,Prth09,2011,1,19,0,0,9.03003337,2.006,5.88,14.05001853,1.032,3.696,0.75,5.15,34.31145717,23.556,17.241,17.63764357,15.552,9.153,8.801,9.459
CY167515_A_Tennessee_F2018A_2011,Prth09,2011,1,24,0,0,8.032258065,4.012,4.875,15.04927751,1.028,3.686,1.749,5.154,32.36262514,23.619,17.207,17.63690256,12.538,10.145,8.788,9.463
CY092272_A_California_NHRC0003_2011,Prth09,2011,1,28,0,0,8.03003337,2.012,3.876,15.04964802,1.025,3.712,0.746,5.15,33.35817575,26.701,20.233,17.63616154,12.531,12.164,8.787,7.459
KC882641_A_Texas_06_2011,Prth09,2011,2,5,0,0,8.036707453,2.012,3.876,15.04927751,1.028,7.701,2.752,5.15,32.3592881,26.62,17.239,17.63764357,12.542,10.161,9.808,7.459
CY167571_A_Tennessee_F2031A_2011,Prth09,2011,2,7,1,0.963319748,9.027808676,2.006,4.874,14.05038903,2.027,4.704,2.745,5.15,32.35817575,25.644,18.252,17.64912931,12.545,11.155,8.783,8.455
CY134520_A_Boston_DOA38_2011,Prth09,2011,2,12,0,0.00148203,9.03003337,3.01,5.876,14.04816599,1.025,4.7,0.75,6.15,32.34705228,25.576,20.244,18.64283068,15.576,13.153,9.802,7.459
CY134568_A_Boston_DOA47_2011,Prth09,2011,2,14,1,0.982586143,8.03003337,2.014,4.878,14.09410893,1.025,4.726,0.746,5.15,35.35038932,26.629,20.252,19.64616525,14.531,11.169,9.793,9.455
KR137644_A_Bethesda_NIH12_2011,Prth09,2011,2,15,0,0,5.005561735,5.904,5.878,14.40533531,5.031,7.723,1.587,8.219,22.21245829,33.92,20.263,16.65283438,20.589,15.562,9.724,3.775
CY111309_A_Boston_DOA48_2011,Prth09,2011,2,16,0,0,4.007786429,3.904,7.876,15.04297888,1.03,4.696,1.734,7.219,16.1323693,24.327,20.246,10.5950352,18.603,17.149,9.848,4.65
CY111317_A_Boston_DOA51_2011,Prth09,2011,2,18,0,0,3.007786429,3.904,6.878,15.04297888,1.027,6.692,1.732,7.217,20.13570634,26.662,21.248,9.597258244,17.61,17.141,8.844,3.652
CY111421_A_Boston_DOA78_2011,Prth09,2011,3,14,0,0,10.03003337,2.012,3.878,13.04668396,1.028,5.7,1.751,6.15,32.34927697,28.617,18.248,16.64171916,15.563,15.159,8.796,7.457
EPI417234_A_Victoria_361_2011,Prth09,2011,10,24,1,0.502408299,4.012235818,2.908,6.876,15.6194887,2.012,8.711,0.586,7.226,31.27363737,29.666,22.228,12.60244535,17.509,20.192,8.735,7.671
KT888275_A_Hong_Kong_1514A01704826T_2011,Prth09,2011,11,15,1,0.729158948,4.007786429,2.9,5.874,18.62319378,1.028,7.708,0.58,7.218,29.14238042,25.641,24.209,16.61207855,15.545,17.149,8.73,5.66
KT888268_A_Amman_1514A01004465T_2011,Prth09,2011,12,5,0,0,5.010011123,2.904,4.878,17.62801037,1.029,8.704,2.579,6.223,30.28698554,31.657,22.315,16.62578733,15.54,18.311,9.731,5.652
KT888283_A_Budapest_1514A07804502N_2011,Prth09,2011,12,12,0,0,5.003337041,3.902,5.874,14.04149685,1.032,7.72,0.58,7.218,19.32369299,30.683,16.224,11.61652464,17.611,17.156,5.951,3.65
KT889087_A_Japan_22_2011,Prth09,2011,12,20,1,0.982586143,8.03003337,2.012,7.876,17.05038903,2.028,6.73,2.747,8.156,35.34705228,31.273,22.251,20.65209337,16.537,12.155,11.803,11.469
KT888258_A_Moscow_1514A00504950T_2012,Prth09,2012,1,11,0,0,5.005561735,2.914,4.877,16.04668396,1.029,6.714,0.579,6.219,22.36262514,32.693,15.795,13.63986662,16.628,17.155,6.951,3.653
KT888267_A_Amman_1514A01004462T_2012,Prth09,2012,1,11,0,0,5.010011123,3.906,4.878,17.62875139,1.029,8.704,2.579,6.226,29.3381535,31.665,22.342,16.63097443,15.548,18.315,9.735,5.653
KT888281_A_Sarajevo_1514A06604486N_2012,Prth09,2012,1,11,0,0,8.034482759,2.01,5.878,16.0537236,2.526,6.69,0.752,5.152,37.3971079,28.591,24.302,20.65987403,15.026,13.157,10.814,11.466
KT889102_A_Kyrgyzstan_40_2012,Prth09,2012,1,12,0,0,4.010011123,2.91,5.874,18.62245276,1.025,6.706,0.579,7.219,27.19799778,28.815,25.225,14.61207855,16.538,16.171,10.731,6.665
KT889103_A_Kyrgyzstan_41_2012,Prth09,2012,1,12,0,0,4.010011123,3.91,5.874,18.62245276,1.025,6.714,0.579,7.219,28.19799778,28.819,23.231,14.61207855,15.548,16.177,10.731,6.665
KT889107_A_Korea_45_2012,Prth09,2012,1,13,0,0,4.003337041,2.906,4.874,15.0437199,1.029,6.715,1.582,8.224,20.35261402,33.711,21.299,14.63467951,20.638,18.145,6.947,4.657
KT888257_A_Moscow_1514A00504942N_2012,Prth09,2012,1,19,0,0,5.005561735,3.92,4.879,14.40088922,5.031,9.691,0.581,8.218,22.26140156,36.929,15.691,15.74175621,15.617,14.34,8.72,4.776
KT889099_A_Korea_37_2012,Prth09,2012,1,19,0,0.035198222,4.012235818,2.9,5.874,18.62245276,1.025,6.706,0.579,8.219,29.62958843,26.643,24.227,14.62282327,16.543,17.175,8.731,7.669
KT889108_A_Korea_47_2012,Prth09,2012,1,20,0,0,5.007786429,2.906,6.876,17.62245276,2.025,8.697,1.582,7.221,27.19577308,29.774,26.246,15.61578362,16.551,18.158,8.73,5.663
KT888944_A_Yokosuka_SE680_2012,Prth09,2012,1,24,0,0,4.005561735,2.91,6.878,14.04446091,1.029,5.716,0.58,7.219,19.36262514,32.737,17.277,19.62578733,18.628,16.157,7.949,3.648
KT889083_A_Korea_18_2012,Prth09,2012,1,24,0,0,5.007786429,2.904,7.874,17.62615784,2.025,8.716,1.583,9.235,26.189099,31.754,21.244,15.61504261,16.551,19.169,9.729,8.677
KT889082_A_Japan_17_2012,Prth09,2012,1,31,0,0,4.003337041,2.92,4.878,14.04446091,1.029,5.718,0.579,7.221,20.33370412,33.747,17.277,16.62801037,19.63,16.157,6.946,5.651
KT889104_A_Japan_42_2012,Prth09,2012,1,31,0,0,4.003337041,5.928,5.878,14.04446091,1.029,5.682,0.579,7.221,20.33592881,33.802,17.258,16.62875139,19.632,16.127,6.946,5.653
KT888945_A_Yokosuka_SE863_2012,Prth09,2012,2,3,0,0,4.007786429,4.91,4.874,15.04594294,1.029,8.705,0.585,6.219,24.3403782,29.696,17.232,13.63616154,19.632,16.157,5.969,3.653
KT889105_A_Japan_43_2012,Prth09,2012,2,5,0,0,4.003337041,2.908,5.878,14.04446091,1.029,5.713,0.579,7.22,20.33370412,32.155,17.277,16.62726936,19.628,16.143,6.946,5.648
KT889091_A_Japan_26_2012,Prth09,2012,3,5,0,0,4.907675195,4.912,4.878,17.10003705,4.034,7.715,1.579,8.244,26.18353726,35.775,21.251,16.67654687,19.47,24.224,9.078,4.657
KT888260_A_Moscow_1514A00505153N_2012,Prth09,2012,3,23,0,0,8.901001112,4.02,4.878,17.09559096,3.293,8.707,1.579,9.224,28.27141268,30.652,20.262,15.67173027,21.553,22.27,9.724,4.661
KC892843_A_Nevada_12_2012,Prth09,2012,3,30,0,0,8.034482759,3.02,4.878,17.07002594,2.042,5.718,1.747,6.162,36.40600667,33.704,19.25,24.61911819,23.651,15.194,14.84,10.472
KT888259_A_Moscow_1514A00505149T_2012,Prth09,2012,4,12,0,0,8.901001112,4.016,4.878,17.09633197,3.31,8.695,1.586,9.22,28.27363737,30.647,20.261,15.67024824,21.594,22.26,9.732,4.652
KT888279_A_Prague_1514A06404885N_2012,Prth09,2012,4,12,0,0.03853279,4.008898776,2.9,5.876,17.63060393,1.011,6.706,0.585,8.221,30.16685206,28.647,22.243,16.61837718,14.503,18.151,8.734,5.67
KT888261_A_Moscow_1514A00505162N_2012,Prth09,2012,4,13,0,0,8.901001112,4.016,4.878,17.09559096,3.307,8.695,1.581,9.224,28.27363737,30.649,20.238,15.67024824,21.587,22.262,9.724,4.663
EPI556813_A_Texas_50_2012,Prth09,2012,4,15,0,0,4.010011123,2.91,5.874,18.62245276,1.028,7.716,0.579,9.221,29.19021135,28.817,26.223,15.61059652,16.545,16.173,10.731,6.669
